"cty","Name","Household_Income_rP_gP_p50"
"cty23027","Waldo County, ME",39962
"cty17163","St. Clair County, IL",39960
"cty15001","Hawaii County, HI",39956
"cty37055","Dare County, NC",39951
"cty48375","Potter County, TX",39948
"cty06071","San Bernardino County, CA",39947
"cty18103","Miami County, IN",39945
"cty47099","Lawrence County, TN",39939
"cty22033","East Baton Rouge Parish, LA",39934
"cty18105","Monroe County, IN",39931
"cty01079","Lawrence County, AL",39929
"cty08011","Bent County, CO",39924
"cty06019","Fresno County, CA",39922
"cty05059","Hot Spring County, AR",39919
"cty37197","Yadkin County, NC",39913
"cty48453","Travis County, TX",39908
"cty26095","Luce County, MI",39898
"cty51137","Orange County, VA",39892
"cty39129","Pickaway County, OH",39886
"cty28089","Madison County, MS",39884
"cty10005","Sussex County, DE",39874
"cty21023","Bracken County, KY",39872
"cty37171","Surry County, NC",39864
"cty47135","Perry County, TN",39850
"cty26085","Lake County, MI",39849
"cty01115","St. Clair County, AL",39844
"cty16025","Camas County, ID",39838
"cty05099","Nevada County, AR",39837
"cty12087","Monroe County, FL",39823
"cty01003","Baldwin County, AL",39821
"cty55059","Kenosha County, WI",39784
"cty48443","Terrell County, TX",39781
"cty45063","Lexington County, SC",39777
"cty51183","Sussex County, VA",39773
"cty48027","Bell County, TX",39772
"cty21029","Bullitt County, KY",39772
"cty28145","Union County, MS",39765
"cty54055","Mercer County, WV",39764
"cty01109","Pike County, AL",39755
"cty17143","Peoria County, IL",39751
"cty51067","Franklin County, VA",39750
"cty26117","Montcalm County, MI",39748
"cty32019","Lyon County, NV",39746
"cty17127","Massac County, IL",39736
"cty21161","Mason County, KY",39733
"cty04007","Gila County, AZ",39732
"cty45035","Dorchester County, SC",39726
"cty51117","Mecklenburg County, VA",39726
"cty51143","Pittsylvania County, VA",39718
"cty51750","Radford city, VA",39710
"cty48129","Donley County, TX",39707
"cty18019","Clark County, IN",39704
"cty18091","LaPorte County, IN",39699
"cty45081","Saluda County, SC",39698
"cty35013","Do±íáüna County, NM",39696
"cty51530","Buena Vista city, VA",39687
"cty47071","Hardin County, TN",39686
"cty37089","Henderson County, NC",39681
"cty51037","Charlotte County, VA",39681
"cty06023","Humboldt County, CA",39670
"cty33019","Sullivan County, NH",39665
"cty29069","Dunklin County, MO",39662
"cty29119","McDonald County, MO",39658
"cty01021","Chilton County, AL",39649
"cty21103","Henry County, KY",39645
"cty04013","Maricopa County, AZ",39640
"cty28001","Adams County, MS",39636
"cty21181","Nicholas County, KY",39627
"cty28013","Calhoun County, MS",39624
"cty41051","Multnomah County, OR",39619
"cty13307","Webster County, GA",39617
"cty01123","Tallapoosa County, AL",39608
"cty39145","Scioto County, OH",39593
"cty18079","Jennings County, IN",39593
"cty47181","Wayne County, TN",39589
"cty51149","Prince George County, VA",39589
"cty18005","Bartholomew County, IN",39580
"cty51830","Williamsburg city, VA",39573
"cty39035","Cuyahoga County, OH",39568
"cty39027","Clinton County, OH",39568
"cty05043","Drew County, AR",39566
"cty37053","Currituck County, NC",39561
"cty54109","Wyoming County, WV",39557
"cty26159","Van Buren County, MI",39550
"cty21213","Simpson County, KY",39549
"cty21205","Rowan County, KY",39539
"cty06039","Madera County, CA",39535
"cty05125","Saline County, AR",39532
"cty48021","Bastrop County, TX",39523
"cty26021","Berrien County, MI",39522
"cty24045","Wicomico County, MD",39521
"cty21047","Christian County, KY",39515
"cty05051","Garland County, AR",39513
"cty10001","Kent County, DE",39511
"cty06031","Kings County, CA",39504
"cty51093","Isle of Wight County, VA",39490
"cty28113","Pike County, MS",39485
"cty48037","Bowie County, TX",39482
"cty48099","Coryell County, TX",39475
"cty13257","Stephens County, GA",39474
"cty51520","Bristol city, VA",39474
"cty01091","Marengo County, AL",39472
"cty12109","St. Johns County, FL",39455
"cty13119","Franklin County, GA",39450
"cty47161","Stewart County, TN",39447
"cty06065","Riverside County, CA",39443
"cty13001","Appling County, GA",39442
"cty45071","Newberry County, SC",39439
"cty37179","Union County, NC",39434
"cty48385","Real County, TX",39429
"cty22079","Rapides Parish, LA",39425
"cty05033","Crawford County, AR",39425
"cty28069","Kemper County, MS",39418
"cty47077","Henderson County, TN",39416
"cty41041","Lincoln County, OR",39414
"cty12035","Flagler County, FL",39413
"cty12091","Okaloosa County, FL",39396
"cty01033","Colbert County, AL",39391
"cty51175","Southampton County, VA",39380
"cty39015","Brown County, OH",39360
"cty35051","Sierra County, NM",39350
"cty54037","Jefferson County, WV",39345
"cty37177","Tyrrell County, NC",39344
"cty05147","Woodruff County, AR",39339
"cty21043","Carter County, KY",39336
"cty29187","St. Francois County, MO",39336
"cty47139","Polk County, TN",39335
"cty39061","Hamilton County, OH",39332
"cty12113","Santa Rosa County, FL",39330
"cty08101","Pueblo County, CO",39313
"cty39087","Lawrence County, OH",39313
"cty26135","Oscoda County, MI",39303
"cty26075","Jackson County, MI",39299
"cty05067","Jackson County, AR",39298
"cty51047","Culpeper County, VA",39289
"cty53045","Mason County, WA",39282
"cty05085","Lonoke County, AR",39273
"cty12011","Broward County, FL",39257
"cty21133","Letcher County, KY",39257
"cty47033","Crockett County, TN",39256
"cty26065","Ingham County, MI",39254
"cty01013","Butler County, AL",39251
"cty05135","Sharp County, AR",39248
"cty51820","Waynesboro city, VA",39240
"cty18109","Morgan County, IN",39238
"cty21191","Pendleton County, KY",39235
"cty39071","Highland County, OH",39232
"cty35017","Grant County, NM",39224
"cty05097","Montgomery County, AR",39221
"cty01035","Conecuh County, AL",39221
"cty13029","Bryan County, GA",39212
"cty13167","Johnson County, GA",39205
"cty13315","Wilcox County, GA",39191
"cty21195","Pike County, KY",39185
"cty21109","Jackson County, KY",39184
"cty28065","Jefferson Davis County, MS",39172
"cty28051","Holmes County, MS",39167
"cty05003","Ashley County, AR",39163
"cty35019","Guadalupe County, NM",39150
"cty51083","Halifax County, VA",39146
"cty01051","Elmore County, AL",39138
"cty51029","Buckingham County, VA",39137
"cty34001","Atlantic County, NJ",39118
"cty39073","Hocking County, OH",39116
"cty51195","Wise County, VA",39116
"cty54039","Kanawha County, WV",39112
"cty54003","Berkeley County, WV",39108
"cty48113","Dallas County, TX",39101
"cty51079","Greene County, VA",39101
"cty51620","Franklin city, VA",39093
"cty45073","Oconee County, SC",39092
"cty21045","Casey County, KY",39091
"cty37135","Orange County, NC",39084
"cty13147","Hart County, GA",39078
"cty29035","Carter County, MO",39077
"cty51790","Staunton city, VA",39071
"cty18119","Owen County, IN",39071
"cty47035","Cumberland County, TN",39070
"cty51081","Greensville County, VA",39070
"cty13049","Charlton County, GA",39063
"cty21071","Floyd County, KY",39060
"cty35049","Santa Fe County, NM",39055
"cty35001","Bernalillo County, NM",39046
"cty47109","McNairy County, TN",39045
"cty24019","Dorchester County, MD",39029
"cty23023","Sagadahoc County, ME",39025
"cty47021","Cheatham County, TN",39021
"cty13317","Wilkes County, GA",39015
"cty47087","Jackson County, TN",39013
"cty51550","Chesapeake city, VA",38994
"cty72005","Aguadilla Municipio, PR",38992
"cty28115","Pontotoc County, MS",38991
"cty47123","Monroe County, TN",38980
"cty54045","Logan County, WV",38975
"cty21021","Boyle County, KY",38973
"cty06045","Mendocino County, CA",38960
"cty37125","Moore County, NC",38960
"cty21199","Pulaski County, KY",38958
"cty04015","Mohave County, AZ",38957
"cty37031","Carteret County, NC",38956
"cty21197","Powell County, KY",38952
"cty41031","Jefferson County, OR",38951
"cty13249","Schley County, GA",38945
"cty47001","Anderson County, TN",38941
"cty37101","Johnston County, NC",38936
"cty39093","Lorain County, OH",38935
"cty01045","Dale County, AL",38925
"cty13209","Montgomery County, GA",38921
"cty37115","Madison County, NC",38916
"cty28071","Lafayette County, MS",38909
"cty47055","Giles County, TN",38894
"cty01099","Monroe County, AL",38890
"cty05139","Union County, AR",38887
"cty12071","Lee County, FL",38878
"cty39009","Athens County, OH",38870
"cty47115","Marion County, TN",38863
"cty13181","Lincoln County, GA",38858
"cty17201","Winnebago County, IL",38851
"cty29181","Ripley County, MO",38844
"cty28103","Noxubee County, MS",38838
"cty35039","Rio Arriba County, NM",38830
"cty55079","Milwaukee County, WI",38818
"cty01001","Autauga County, AL",38817
"cty47185","White County, TN",38816
"cty37137","Pamlico County, NC",38810
"cty26019","Benzie County, MI",38799
"cty54005","Boone County, WV",38797
"cty13005","Bacon County, GA",38790
"cty13143","Haralson County, GA",38787
"cty51131","Northampton County, VA",38783
"cty37169","Stokes County, NC",38778
"cty40023","Choctaw County, OK",38776
"cty12099","Palm Beach County, FL",38774
"cty13129","Gordon County, GA",38774
"cty29093","Iron County, MO",38752
"cty21167","Mercer County, KY",38750
"cty47171","Unicoi County, TN",38746
"cty47121","Meigs County, TN",38742
"cty42101","Philadelphia County, PA",38734
"cty35047","San Miguel County, NM",38731
"cty22073","Ouachita Parish, LA",38723
"cty39095","Lucas County, OH",38715
"cty51025","Brunswick County, VA",38708
"cty29143","New Madrid County, MO",38691
"cty04027","Yuma County, AZ",38686
"cty01007","Bibb County, AL",38686
"cty28105","Oktibbeha County, MS",38681
"cty13047","Catoosa County, GA",38679
"cty39079","Jackson County, OH",38675
"cty39163","Vinton County, OH",38675
"cty21003","Allen County, KY",38673
"cty29023","Butler County, MO",38669
"cty13299","Ware County, GA",38663
"cty13045","Carroll County, GA",38663
"cty51181","Surry County, VA",38659
"cty48243","Jeff Davis County, TX",38657
"cty29221","Washington County, MO",38648
"cty21005","Anderson County, KY",38643
"cty37149","Polk County, NC",38643
"cty05037","Cross County, AR",38640
"cty39047","Fayette County, OH",38639
"cty21139","Livingston County, KY",38637
"cty51147","Prince Edward County, VA",38622
"cty47005","Benton County, TN",38622
"cty21125","Laurel County, KY",38621
"cty13069","Coffee County, GA",38610
"cty01055","Etowah County, AL",38603
"cty04023","Santa Cruz County, AZ",38602
"cty05001","Arkansas County, AR",38602
"cty21207","Russell County, KY",38599
"cty47149","Rutherford County, TN",38594
"cty32029","Storey County, NV",38585
"cty12133","Washington County, FL",38576
"cty05081","Little River County, AR",38576
"cty51680","Lynchburg city, VA",38571
"cty47003","Bedford County, TN",38571
"cty51135","Nottoway County, VA",38569
"cty21211","Shelby County, KY",38568
"cty20061","Geary County, KS",38565
"cty02122","Kenai Peninsula Borough, AK",38564
"cty12013","Calhoun County, FL",38561
"cty01111","Randolph County, AL",38558
"cty29169","Pulaski County, MO",38545
"cty28137","Tate County, MS",38545
"cty05149","Yell County, AR",38536
"cty28159","Winston County, MS",38534
"cty13227","Pickens County, GA",38530
"cty47009","Blount County, TN",38527
"cty51089","Henry County, VA",38526
"cty28161","Yalobusha County, MS",38525
"cty51173","Smyth County, VA",38525
"cty51193","Westmoreland County, VA",38503
"cty10003","New Castle County, DE",38501
"cty18093","Lawrence County, IN",38495
"cty26025","Calhoun County, MI",38492
"cty47045","Dyer County, TN",38489
"cty05091","Miller County, AR",38484
"cty35061","Valencia County, NM",38475
"cty47117","Marshall County, TN",38473
"cty51007","Amelia County, VA",38457
"cty13085","Dawson County, GA",38457
"cty02195","Petersburg Borough, AK",38454
"cty13091","Dodge County, GA",38444
"cty13139","Hall County, GA",38431
"cty21137","Lincoln County, KY",38427
"cty54011","Cabell County, WV",38425
"cty47041","DeKalb County, TN",38423
"cty51630","Fredericksburg city, VA",38408
"cty35053","Socorro County, NM",38407
"cty12017","Citrus County, FL",38403
"cty28163","Yazoo County, MS",38399
"cty51109","Louisa County, VA",38397
"cty47025","Claiborne County, TN",38391
"cty37073","Gates County, NC",38382
"cty37009","Ashe County, NC",38368
"cty18065","Henry County, IN",38352
"cty12001","Alachua County, FL",38350
"cty21013","Bell County, KY",38339
"cty05057","Hempstead County, AR",38331
"cty47101","Lewis County, TN",38326
"cty24011","Caroline County, MD",38322
"cty47107","McMinn County, TN",38314
"cty37001","Alamance County, NC",38313
"cty37163","Sampson County, NC",38311
"cty51191","Washington County, VA",38310
"cty13039","Camden County, GA",38307
"cty21121","Knox County, KY",38295
"cty05103","Ouachita County, AR",38294
"cty05077","Lee County, AR",38286
"cty13275","Thomas County, GA",38276
"cty01127","Walker County, AL",38276
"cty39049","Franklin County, OH",38275
"cty12019","Clay County, FL",38275
"cty13195","Madison County, GA",38274
"cty47089","Jefferson County, TN",38270
"cty47053","Gibson County, TN",38266
"cty26079","Kalkaska County, MI",38259
"cty18177","Wayne County, IN",38252
"cty47097","Lauderdale County, TN",38244
"cty47079","Henry County, TN",38241
"cty35057","Torrance County, NM",38239
"cty28033","DeSoto County, MS",38234
"cty13025","Brantley County, GA",38230
"cty28017","Chickasaw County, MS",38230
"cty12005","Bay County, FL",38228
"cty21097","Harrison County, KY",38218
"cty01081","Lee County, AL",38217
"cty13033","Burke County, GA",38217
"cty05111","Poinsett County, AR",38215
"cty28099","Neshoba County, MS",38210
"cty13247","Rockdale County, GA",38207
"cty04019","Pima County, AZ",38199
"cty47057","Grainger County, TN",38199
"cty18009","Blackford County, IN",38198
"cty12103","Pinellas County, FL",38193
"cty23029","Washington County, ME",38181
"cty35043","Sandoval County, NM",38179
"cty21239","Woodford County, KY",38179
"cty13087","Decatur County, GA",38178
"cty37021","Buncombe County, NC",38176
"cty22091","St. Helena Parish, LA",38176
"cty47081","Hickman County, TN",38171
"cty12003","Baker County, FL",38169
"cty12121","Suwannee County, FL",38164
"cty37079","Greene County, NC",38157
"cty21151","Madison County, KY",38156
"cty45013","Beaufort County, SC",38153
"cty29095","Jackson County, MO",38144
"cty34011","Cumberland County, NJ",38144
"cty39141","Ross County, OH",38140
"cty47177","Warren County, TN",38135
"cty45001","Abbeville County, SC",38127
"cty47175","Van Buren County, TN",38111
"cty46137","Ziebach County, SD",38100
"cty21235","Whitley County, KY",38094
"cty01067","Henry County, AL",38093
"cty37037","Chatham County, NC",38090
"cty13031","Bulloch County, GA",38085
"cty37013","Beaufort County, NC",38083
"cty21159","Martin County, KY",38076
"cty05017","Chicot County, AR",38072
"cty12009","Brevard County, FL",38071
"cty47131","Obion County, TN",38067
"cty13111","Fannin County, GA",38047
"cty51700","Newport News city, VA",38045
"cty26145","Saginaw County, MI",38043
"cty21111","Jefferson County, KY",38041
"cty12063","Jackson County, FL",38037
"cty13017","Ben Hill County, GA",38028
"cty13013","Barrow County, GA",38017
"cty08031","Denver County, CO",38004
"cty47061","Grundy County, TN",38002
"cty21203","Rockcastle County, KY",38001
"cty22117","Washington Parish, LA",37993
"cty26121","Muskegon County, MI",37987
"cty12125","Union County, FL",37983
"cty01097","Mobile County, AL",37982
"cty37007","Anson County, NC",37982
"cty37117","Martin County, NC",37979
"cty37039","Cherokee County, NC",37974
"cty01131","Wilcox County, AL",37974
"cty01065","Hale County, AL",37943
"cty37139","Pasquotank County, NC",37942
"cty47011","Bradley County, TN",37938
"cty48315","Marion County, TX",37938
"cty06025","Imperial County, CA",37934
"cty45085","Sumter County, SC",37917
"cty12061","Indian River County, FL",37909
"cty46017","Buffalo County, SD",37906
"cty12057","Hillsborough County, FL",37903
"cty28095","Monroe County, MS",37897
"cty13279","Toombs County, GA",37893
"cty28035","Forrest County, MS",37893
"cty37133","Onslow County, NC",37889
"cty13185","Lowndes County, GA",37884
"cty37151","Randolph County, NC",37877
"cty21173","Montgomery County, KY",37869
"cty28029","Copiah County, MS",37863
"cty13109","Evans County, GA",37863
"cty12101","Pasco County, FL",37850
"cty51036","Charles City County, VA",37849
"cty47143","Rhea County, TN",37847
"cty28011","Bolivar County, MS",37841
"cty47151","Scott County, TN",37837
"cty01083","Limestone County, AL",37834
"cty39023","Clark County, OH",37833
"cty37127","Nash County, NC",37829
"cty01103","Morgan County, AL",37829
"cty24039","Somerset County, MD",37822
"cty72047","Corozal Municipio, PR",37822
"cty28059","Jackson County, MS",37805
"cty13231","Pike County, GA",37800
"cty13131","Grady County, GA",37799
"cty47163","Sullivan County, TN",37796
"cty13201","Miller County, GA",37794
"cty01069","Houston County, AL",37794
"cty37175","Transylvania County, NC",37794
"cty45045","Greenville County, SC",37788
"cty37003","Alexander County, NC",37781
"cty21075","Fulton County, KY",37778
"cty12055","Highlands County, FL",37767
"cty21019","Boyd County, KY",37766
"cty28075","Lauderdale County, MS",37757
"cty47125","Montgomery County, TN",37742
"cty17153","Pulaski County, IL",37742
"cty35006","Cibola County, NM",37737
"cty47153","Sequatchie County, TN",37736
"cty39131","Pike County, OH",37729
"cty13223","Paulding County, GA",37724
"cty13153","Houston County, GA",37721
"cty45091","York County, SC",37694
"cty28047","Harrison County, MS",37692
"cty12127","Volusia County, FL",37691
"cty13043","Candler County, GA",37687
"cty04017","Navajo County, AZ",37684
"cty01015","Calhoun County, AL",37673
"cty45027","Clarendon County, SC",37672
"cty21095","Harlan County, KY",37666
"cty37191","Wayne County, NC",37664
"cty51540","Charlottesville city, VA",37663
"cty13151","Henry County, GA",37662
"cty21067","Fayette County, KY",37661
"cty12053","Hernando County, FL",37659
"cty45055","Kershaw County, SC",37656
"cty05041","Desha County, AR",37656
"cty51155","Pulaski County, VA",37649
"cty12097","Osceola County, FL",37620
"cty12041","Gilchrist County, FL",37612
"cty12083","Marion County, FL",37608
"cty37035","Catawba County, NC",37600
"cty37109","Lincoln County, NC",37599
"cty13241","Rabun County, GA",37599
"cty28003","Alcorn County, MS",37594
"cty45077","Pickens County, SC",37582
"cty12131","Walton County, FL",37580
"cty47093","Knox County, TN",37559
"cty13123","Gilmer County, GA",37548
"cty13267","Tattnall County, GA",37547
"cty18013","Brown County, IN",37543
"cty01089","Madison County, AL",37539
"cty37195","Wilson County, NC",37538
"cty45015","Berkeley County, SC",37534
"cty24033","Prince George's County, MD",37528
"cty51033","Caroline County, VA",37528
"cty22017","Caddo Parish, LA",37518
"cty13305","Wayne County, GA",37511
"cty13235","Pulaski County, GA",37509
"cty13287","Turner County, GA",37506
"cty37049","Craven County, NC",37505
"cty13023","Bleckley County, GA",37505
"cty13019","Berrien County, GA",37498
"cty45083","Spartanburg County, SC",37493
"cty37111","McDowell County, NC",37493
"cty21081","Grant County, KY",37490
"cty01019","Cherokee County, AL",37488
"cty28117","Prentiss County, MS",37481
"cty01125","Tuscaloosa County, AL",37477
"cty37123","Montgomery County, NC",37471
"cty12129","Wakulla County, FL",37471
"cty12095","Orange County, FL",37465
"cty21073","Franklin County, KY",37464
"cty51800","Suffolk city, VA",37453
"cty47067","Hancock County, TN",37449
"cty47119","Maury County, TN",37442
"cty13221","Oglethorpe County, GA",37441
"cty37105","Lee County, NC",37427
"cty47049","Fentress County, TN",37422
"cty12073","Leon County, FL",37415
"cty12075","Levy County, FL",37411
"cty13157","Jackson County, GA",37403
"cty37131","Northampton County, NC",37391
"cty45017","Calhoun County, SC",37387
"cty06015","Del Norte County, CA",37382
"cty18035","Delaware County, IN",37361
"cty18143","Scott County, IN",37360
"cty12047","Hamilton County, FL",37356
"cty22067","Morehouse Parish, LA",37355
"cty47073","Hawkins County, TN",37353
"cty37185","Warren County, NC",37350
"cty45003","Aiken County, SC",37350
"cty01121","Talladega County, AL",37350
"cty47105","Loudon County, TN",37338
"cty12105","Polk County, FL",37335
"cty51650","Hampton city, VA",37335
"cty13187","Lumpkin County, GA",37334
"cty12089","Nassau County, FL",37332
"cty13197","Marion County, GA",37331
"cty13309","Wheeler County, GA",37318
"cty01005","Barbour County, AL",37304
"cty51053","Dinwiddie County, VA",37303
"cty39113","Montgomery County, OH",37299
"cty13053","Chattahoochee County, GA",37291
"cty13313","Whitfield County, GA",37289
"cty02090","Fairbanks North Star Borough, AK",37288
"cty32003","Clark County, NV",37287
"cty45089","Williamsburg County, SC",37280
"cty47113","Madison County, TN",37267
"cty13163","Jefferson County, GA",37256
"cty13145","Harris County, GA",37250
"cty28157","Wilkinson County, MS",37236
"cty47167","Tipton County, TN",37207
"cty47019","Carter County, TN",37204
"cty12081","Manatee County, FL",37182
"cty13297","Walton County, GA",37178
"cty28081","Lee County, MS",37178
"cty13205","Mitchell County, GA",37165
"cty02240","Southeast Fairbanks Census Area, AK",37164
"cty45051","Horry County, SC",37148
"cty47059","Greene County, TN",37148
"cty45007","Anderson County, SC",37147
"cty37025","Cabarrus County, NC",37144
"cty37145","Person County, NC",37140
"cty12069","Lake County, FL",37137
"cty37147","Pitt County, NC",37128
"cty12033","Escambia County, FL",37119
"cty28149","Warren County, MS",37117
"cty04012","La Paz County, AZ",37115
"cty01105","Perry County, AL",37103
"cty47155","Sevier County, TN",37103
"cty45019","Charleston County, SC",37086
"cty47173","Union County, TN",37084
"cty37083","Halifax County, NC",37078
"cty02020","Anchorage Municipality, AK",37062
"cty37085","Harnett County, NC",37059
"cty13097","Douglas County, GA",37038
"cty28087","Lowndes County, MS",37012
"cty40001","Adair County, OK",37003
"cty05093","Mississippi County, AR",36980
"cty13269","Taylor County, GA",36971
"cty12093","Okeechobee County, FL",36966
"cty28107","Panola County, MS",36959
"cty28135","Tallahatchie County, MS",36922
"cty47065","Hamilton County, TN",36920
"cty18067","Howard County, IN",36917
"cty36005","Bronx County, NY",36916
"cty37033","Caswell County, NC",36914
"cty72055","Guanica Municipio, PR",36905
"cty37119","Mecklenburg County, NC",36903
"cty18053","Grant County, IN",36903
"cty13155","Irwin County, GA",36893
"cty37057","Davidson County, NC",36888
"cty28119","Quitman County, MS",36854
"cty21113","Jessamine County, KY",36847
"cty45025","Chesterfield County, SC",36836
"cty13015","Bartow County, GA",36830
"cty21065","Estill County, KY",36823
"cty13175","Laurens County, GA",36817
"cty12119","Sumter County, FL",36813
"cty13251","Screven County, GA",36808
"cty26039","Crawford County, MI",36802
"cty37097","Iredell County, NC",36787
"cty13105","Elbert County, GA",36786
"cty13077","Coweta County, GA",36780
"cty13099","Early County, GA",36758
"cty47063","Hamblen County, TN",36755
"cty37129","New Hanover County, NC",36734
"cty13115","Floyd County, GA",36731
"cty47179","Washington County, TN",36729
"cty72041","Cidra Municipio, PR",36718
"cty37023","Burke County, NC",36715
"cty37153","Richmond County, NC",36695
"cty45043","Georgetown County, SC",36685
"cty28083","Leflore County, MS",36680
"cty45041","Florence County, SC",36642
"cty13071","Colquitt County, GA",36639
"cty45049","Hampton County, SC",36633
"cty21119","Knott County, KY",36624
"cty01037","Coosa County, AL",36603
"cty13161","Jeff Davis County, GA",36598
"cty51049","Cumberland County, VA",36577
"cty13295","Walker County, GA",36576
"cty13277","Tift County, GA",36566
"cty13055","Chattooga County, GA",36547
"cty72013","Arecibo Municipio, PR",36544
"cty37017","Bladen County, NC",36542
"cty37081","Guilford County, NC",36535
"cty37187","Washington County, NC",36534
"cty37107","Lenoir County, NC",36530
"cty45029","Colleton County, SC",36529
"cty13211","Morgan County, GA",36524
"cty02261","Valdez-Cordova Census Area, AK",36514
"cty47037","Davidson County, TN",36506
"cty21049","Clark County, KY",36506
"cty47145","Roane County, TN",36505
"cty13065","Clinch County, GA",36504
"cty13243","Randolph County, GA",36504
"cty37069","Franklin County, NC",36500
"cty05119","Pulaski County, AR",36484
"cty06003","Alpine County, CA",36480
"cty32023","Nye County, NV",36466
"cty28043","Grenada County, MS",36459
"cty12007","Bradford County, FL",36421
"cty01073","Jefferson County, AL",36392
"cty13207","Monroe County, GA",36390
"cty13321","Worth County, GA",36353
"cty13133","Greene County, GA",36346
"cty37075","Graham County, NC",36346
"cty18095","Madison County, IN",36320
"cty37067","Forsyth County, NC",36314
"cty37159","Rowan County, NC",36310
"cty13027","Brooks County, GA",36308
"cty21051","Clay County, KY",36307
"cty13075","Cook County, GA",36296
"cty13293","Upson County, GA",36290
"cty13059","Clarke County, GA",36285
"cty13035","Butts County, GA",36280
"cty04021","Pinal County, AZ",36259
"cty20209","Wyandotte County, KS",36215
"cty13189","McDuffie County, GA",36208
"cty12065","Jefferson County, FL",36202
"cty02150","Kodiak Island Borough, AK",36195
"cty21209","Scott County, KY",36192
"cty12027","DeSoto County, FL",36177
"cty12111","St. Lucie County, FL",36158
"cty12023","Columbia County, FL",36130
"cty37027","Caldwell County, NC",36128
"cty12079","Madison County, FL",36121
"cty02130","Ketchikan Gateway Borough, AK",36115
"cty13149","Heard County, GA",36101
"cty13273","Terrell County, GA",36089
"cty37045","Cleveland County, NC",36078
"cty13125","Glascock County, GA",36073
"cty12123","Taylor County, FL",36057
"cty28027","Coahoma County, MS",36033
"cty47013","Campbell County, TN",36026
"cty54047","McDowell County, WV",36024
"cty13233","Polk County, GA",36012
"cty37077","Granville County, NC",36004
"cty29155","Pemiscot County, MO",35987
"cty13285","Troup County, GA",35975
"cty37091","Hertford County, NC",35970
"cty45059","Laurens County, SC",35923
"cty51710","Norfolk city, VA",35922
"cty02110","Juneau City and Borough, AK",35906
"cty45011","Barnwell County, SC",35896
"cty18041","Fayette County, IN",35894
"cty13169","Jones County, GA",35887
"cty22065","Madison Parish, LA",35872
"cty37161","Rutherford County, NC",35867
"cty45057","Lancaster County, SC",35862
"cty21193","Perry County, KY",35862
"cty21017","Bourbon County, KY",35848
"cty18097","Marion County, IN",35831
"cty37047","Columbus County, NC",35823
"cty72089","Luquillo Municipio, PR",35823
"cty13171","Lamar County, GA",35821
"cty72099","Moca Municipio, PR",35777
"cty12045","Gulf County, FL",35727
"cty12051","Hendry County, FL",35727
"cty05035","Crittenden County, AR",35716
"cty02170","Matanuska-Susitna Borough, AK",35711
"cty13173","Lanier County, GA",35697
"cty13179","Liberty County, GA",35681
"cty37181","Vance County, NC",35671
"cty37071","Gaston County, NC",35658
"cty32021","Mineral County, NV",35653
"cty21079","Garrard County, KY",35626
"cty02068","Denali Borough, AK",35615
"cty12031","Duval County, FL",35614
"cty51670","Hopewell city, VA",35611
"cty45031","Darlington County, SC",35602
"cty28009","Benton County, MS",35558
"cty13265","Taliaferro County, GA",35553
"cty13261","Sumter County, GA",35553
"cty13037","Calhoun County, GA",35524
"cty13081","Crisp County, GA",35522
"cty45075","Orangeburg County, SC",35517
"cty13183","Long County, GA",35514
"cty13165","Jenkins County, GA",35493
"cty37157","Rockingham County, NC",35488
"cty01047","Dallas County, AL",35462
"cty47029","Cocke County, TN",35457
"cty28049","Hinds County, MS",35436
"cty22071","Orleans Parish, LA",35431
"cty08023","Costilla County, CO",35430
"cty45009","Bamberg County, SC",35418
"cty26049","Genesee County, MI",35399
"cty51595","Emporia city, VA",35395
"cty01101","Montgomery County, AL",35393
"cty13303","Washington County, GA",35374
"cty45047","Greenwood County, SC",35358
"cty21025","Breathitt County, KY",35353
"cty01011","Bullock County, AL",35342
"cty47069","Hardeman County, TN",35291
"cty37141","Pender County, NC",35277
"cty13213","Murray County, GA",35270
"cty47091","Johnson County, TN",35266
"cty45061","Lee County, SC",35261
"cty45079","Richland County, SC",35226
"cty13051","Chatham County, GA",35170
"cty13121","Fulton County, GA",35162
"cty05069","Jefferson County, AR",35160
"cty12029","Dixie County, FL",35157
"cty72073","Jayuya Municipio, PR",35117
"cty37063","Durham County, NC",35091
"cty37051","Cumberland County, NC",35087
"cty01017","Chambers County, AL",35075
"cty45037","Edgefield County, SC",35075
"cty02220","Sitka City and Borough, AK",35059
"cty13093","Dooly County, GA",35043
"cty13253","Seminole County, GA",34980
"cty26163","Wayne County, MI",34964
"cty13003","Atkinson County, GA",34964
"cty51770","Roanoke city, VA",34934
"cty13127","Glynn County, GA",34933
"cty12107","Putnam County, FL",34919
"cty45033","Dillon County, SC",34854
"cty45021","Cherokee County, SC",34818
"cty28133","Sunflower County, MS",34798
"cty51590","Danville city, VA",34788
"cty35031","McKinley County, NM",34787
"cty13199","Meriwether County, GA",34787
"cty28053","Humphreys County, MS",34785
"cty13009","Baldwin County, GA",34762
"cty45067","Marion County, SC",34746
"cty51740","Portsmouth city, VA",34725
"cty47047","Fayette County, TN",34695
"cty13225","Peach County, GA",34687
"cty47095","Lake County, TN",34673
"cty13215","Muscogee County, GA",34662
"cty37019","Brunswick County, NC",34662
"cty45087","Union County, SC",34660
"cty11001","District of Columbia, DC",34622
