"cty","Name","Household_Income_rP_gP_p75"
"cty39083","Knox County, OH",54713
"cty51117","Mecklenburg County, VA",54691
"cty08005","Arapahoe County, CO",54687
"cty49057","Weber County, UT",54681
"cty21053","Clinton County, KY",54681
"cty46085","Lyman County, SD",54674
"cty33017","Strafford County, NH",54668
"cty24003","Anne Arundel County, MD",54666
"cty34005","Burlington County, NJ",54664
"cty16009","Benewah County, ID",54662
"cty21185","Oldham County, KY",54661
"cty51171","Shenandoah County, VA",54659
"cty28139","Tippah County, MS",54656
"cty05145","White County, AR",54649
"cty34007","Camden County, NJ",54648
"cty36039","Greene County, NY",54647
"cty48201","Harris County, TX",54634
"cty48283","La Salle County, TX",54634
"cty26057","Gratiot County, MI",54633
"cty24005","Baltimore County, MD",54626
"cty26011","Arenac County, MI",54626
"cty48449","Titus County, TX",54615
"cty42043","Dauphin County, PA",54612
"cty47083","Houston County, TN",54611
"cty51095","James City County, VA",54611
"cty36017","Chenango County, NY",54600
"cty39103","Medina County, OH",54588
"cty28073","Lamar County, MS",54582
"cty36071","Orange County, NY",54561
"cty37011","Avery County, NC",54558
"cty48473","Waller County, TX",54558
"cty13101","Echols County, GA",54554
"cty51165","Rockingham County, VA",54546
"cty05147","Woodruff County, AR",54539
"cty54025","Greenbrier County, WV",54532
"cty08105","Rio Grande County, CO",54531
"cty18113","Noble County, IN",54528
"cty51169","Scott County, VA",54510
"cty18077","Jefferson County, IN",54503
"cty20125","Montgomery County, KS",54502
"cty37005","Alleghany County, NC",54484
"cty48427","Starr County, TX",54461
"cty39001","Adams County, OH",54454
"cty48459","Upshur County, TX",54447
"cty26133","Osceola County, MI",54437
"cty47051","Franklin County, TN",54432
"cty44005","Newport County, RI",54432
"cty35003","Catron County, NM",54430
"cty53021","Franklin County, WA",54428
"cty05053","Grant County, AR",54416
"cty40037","Creek County, OK",54415
"cty17121","Marion County, IL",54409
"cty16087","Washington County, ID",54402
"cty51045","Craig County, VA",54398
"cty47017","Carroll County, TN",54395
"cty21107","Hopkins County, KY",54395
"cty51031","Campbell County, VA",54394
"cty53033","King County, WA",54389
"cty32033","White Pine County, NV",54383
"cty18061","Harrison County, IN",54379
"cty29207","Stoddard County, MO",54352
"cty28051","Holmes County, MS",54349
"cty22019","Calcasieu Parish, LA",54346
"cty48307","McCulloch County, TX",54346
"cty50001","Addison County, VT",54343
"cty39003","Allen County, OH",54341
"cty26097","Mackinac County, MI",54339
"cty42123","Warren County, PA",54334
"cty29049","Clinton County, MO",54330
"cty48467","Van Zandt County, TX",54328
"cty55127","Walworth County, WI",54327
"cty33013","Merrimack County, NH",54325
"cty20121","Miami County, KS",54312
"cty54001","Barbour County, WV",54310
"cty01093","Marion County, AL",54305
"cty32027","Pershing County, NV",54301
"cty18163","Vanderburgh County, IN",54298
"cty48053","Burnet County, TX",54296
"cty08059","Jefferson County, CO",54287
"cty18127","Porter County, IN",54284
"cty53065","Stevens County, WA",54273
"cty34033","Salem County, NJ",54273
"cty26007","Alpena County, MI",54273
"cty51161","Roanoke County, VA",54267
"cty06093","Siskiyou County, CA",54265
"cty05143","Washington County, AR",54263
"cty48451","Tom Green County, TX",54263
"cty29001","Adair County, MO",54261
"cty33009","Grafton County, NH",54260
"cty34021","Mercer County, NJ",54259
"cty29081","Harrison County, MO",54258
"cty24043","Washington County, MD",54254
"cty48001","Anderson County, TX",54251
"cty29021","Buchanan County, MO",54250
"cty48229","Hudspeth County, TX",54249
"cty29229","Wright County, MO",54245
"cty18107","Montgomery County, IN",54241
"cty17167","Sangamon County, IL",54233
"cty26089","Leelanau County, MI",54232
"cty40105","Nowata County, OK",54228
"cty51750","Radford city, VA",54219
"cty26067","Ionia County, MI",54218
"cty08069","Larimer County, CO",54213
"cty05047","Franklin County, AR",54213
"cty21153","Magoffin County, KY",54212
"cty51051","Dickenson County, VA",54205
"cty18181","White County, IN",54203
"cty36107","Tioga County, NY",54199
"cty40131","Rogers County, OK",54196
"cty26137","Otsego County, MI",54196
"cty51840","Winchester city, VA",54191
"cty18135","Randolph County, IN",54190
"cty33003","Carroll County, NH",54182
"cty21099","Hart County, KY",54182
"cty53073","Whatcom County, WA",54179
"cty16075","Payette County, ID",54179
"cty28111","Perry County, MS",54178
"cty08077","Mesa County, CO",54175
"cty48491","Williamson County, TX",54171
"cty16083","Twin Falls County, ID",54151
"cty37167","Stanly County, NC",54149
"cty48079","Cochran County, TX",54143
"cty22015","Bossier Parish, LA",54131
"cty48203","Harrison County, TX",54108
"cty22051","Jefferson Parish, LA",54104
"cty51121","Montgomery County, VA",54104
"cty50005","Caledonia County, VT",54103
"cty35005","Chaves County, NM",54092
"cty39061","Hamilton County, OH",54090
"cty26165","Wexford County, MI",54071
"cty51153","Prince William County, VA",54066
"cty13107","Emanuel County, GA",54066
"cty45081","Saluda County, SC",54064
"cty39117","Morrow County, OH",54064
"cty40041","Delaware County, OK",54063
"cty29217","Vernon County, MO",54061
"cty21183","Ohio County, KY",54059
"cty02100","Haines Borough, AK",54056
"cty25003","Berkshire County, MA",54044
"cty17163","St. Clair County, IL",54036
"cty08117","Summit County, CO",54033
"cty05079","Lincoln County, AR",54028
"cty36115","Washington County, NY",54012
"cty18017","Cass County, IN",54011
"cty21087","Green County, KY",54003
"cty47085","Humphreys County, TN",53987
"cty28055","Issaquena County, MS",53982
"cty48245","Jefferson County, TX",53977
"cty24041","Talbot County, MD",53977
"cty53077","Yakima County, WA",53970
"cty31009","Blaine County, NE",53968
"cty18117","Orange County, IN",53964
"cty50011","Franklin County, VT",53949
"cty22037","East Feliciana Parish, LA",53948
"cty36111","Ulster County, NY",53943
"cty54103","Wetzel County, WV",53938
"cty01109","Pike County, AL",53935
"cty29219","Warren County, MO",53929
"cty48455","Trinity County, TX",53925
"cty13307","Webster County, GA",53916
"cty48139","Ellis County, TX",53914
"cty51113","Madison County, VA",53912
"cty47187","Williamson County, TN",53904
"cty48291","Liberty County, TX",53899
"cty18069","Huntington County, IN",53899
"cty51167","Russell County, VA",53898
"cty51119","Middlesex County, VA",53896
"cty01013","Butler County, AL",53893
"cty21117","Kenton County, KY",53891
"cty22031","De Soto Parish, LA",53882
"cty28159","Winston County, MS",53880
"cty55007","Bayfield County, WI",53864
"cty51043","Clarke County, VA",53860
"cty21057","Cumberland County, KY",53860
"cty51660","Harrisonburg city, VA",53859
"cty49037","San Juan County, UT",53856
"cty18033","DeKalb County, IN",53856
"cty39065","Hardin County, OH",53854
"cty40027","Cleveland County, OK",53847
"cty28103","Noxubee County, MS",53832
"cty18055","Greene County, IN",53830
"cty26111","Midland County, MI",53828
"cty08045","Garfield County, CO",53828
"cty20177","Shawnee County, KS",53824
"cty16019","Bonneville County, ID",53819
"cty36055","Monroe County, NY",53819
"cty21201","Robertson County, KY",53819
"cty41001","Baker County, OR",53817
"cty08019","Clear Creek County, CO",53817
"cty26051","Gladwin County, MI",53810
"cty06113","Yolo County, CA",53786
"cty48121","Denton County, TX",53782
"cty33001","Belknap County, NH",53782
"cty17119","Madison County, IL",53763
"cty35028","Los Alamos County, NM",53757
"cty06013","Contra Costa County, CA",53751
"cty17199","Williamson County, IL",53733
"cty17089","Kane County, IL",53729
"cty48007","Aransas County, TX",53723
"cty54083","Randolph County, WV",53721
"cty29189","St. Louis County, MO",53720
"cty36123","Yates County, NY",53714
"cty26151","Sanilac County, MI",53708
"cty39159","Union County, OH",53703
"cty05063","Independence County, AR",53702
"cty48299","Llano County, TX",53701
"cty34013","Essex County, NJ",53699
"cty29027","Callaway County, MO",53698
"cty28131","Stone County, MS",53687
"cty01123","Tallapoosa County, AL",53678
"cty17077","Jackson County, IL",53671
"cty24047","Worcester County, MD",53661
"cty23031","York County, ME",53653
"cty33005","Cheshire County, NH",53651
"cty30063","Missoula County, MT",53649
"cty54067","Nicholas County, WV",53642
"cty12059","Holmes County, FL",53641
"cty51009","Amherst County, VA",53636
"cty51179","Stafford County, VA",53632
"cty48187","Guadalupe County, TX",53623
"cty48423","Smith County, TX",53616
"cty21085","Grayson County, KY",53602
"cty22011","Beauregard Parish, LA",53598
"cty06101","Sutter County, CA",53597
"cty39077","Huron County, OH",53592
"cty16039","Elmore County, ID",53582
"cty51720","Norton city, VA",53572
"cty05061","Howard County, AR",53569
"cty29047","Clay County, MO",53566
"cty17029","Coles County, IL",53561
"cty18029","Dearborn County, IN",53561
"cty16033","Clark County, ID",53560
"cty53047","Okanogan County, WA",53545
"cty20015","Butler County, KS",53542
"cty41035","Klamath County, OR",53540
"cty51003","Albemarle County, VA",53538
"cty18059","Hancock County, IN",53537
"cty36075","Oswego County, NY",53533
"cty08091","Ouray County, CO",53524
"cty40125","Pottawatomie County, OK",53523
"cty18169","Wabash County, IN",53503
"cty05023","Cleburne County, AR",53493
"cty51069","Frederick County, VA",53487
"cty37143","Perquimans County, NC",53483
"cty18141","St. Joseph County, IN",53482
"cty47031","Coffee County, TN",53480
"cty20107","Linn County, KS",53477
"cty17143","Peoria County, IL",53476
"cty48167","Galveston County, TX",53473
"cty51061","Fauquier County, VA",53467
"cty20035","Cowley County, KS",53465
"cty39043","Erie County, OH",53463
"cty25011","Franklin County, MA",53462
"cty28127","Simpson County, MS",53458
"cty08067","La Plata County, CO",53457
"cty21231","Wayne County, KY",53450
"cty13113","Fayette County, GA",53449
"cty16045","Gem County, ID",53449
"cty18071","Jackson County, IN",53449
"cty19101","Jefferson County, IA",53425
"cty39127","Perry County, OH",53410
"cty06001","Alameda County, CA",53407
"cty13317","Wilkes County, GA",53407
"cty39053","Gallia County, OH",53406
"cty21023","Bracken County, KY",53402
"cty37043","Clay County, NC",53398
"cty30041","Hill County, MT",53396
"cty21145","McCracken County, KY",53391
"cty28161","Yalobusha County, MS",53388
"cty36063","Niagara County, NY",53386
"cty51510","Alexandria city, VA",53385
"cty05075","Lawrence County, AR",53378
"cty29097","Jasper County, MO",53375
"cty72011","Anasco Municipio, PR",53368
"cty36109","Tompkins County, NY",53363
"cty18165","Vermillion County, IN",53362
"cty32011","Eureka County, NV",53358
"cty39031","Coshocton County, OH",53354
"cty49053","Washington County, UT",53350
"cty48355","Nueces County, TX",53350
"cty18085","Kosciusko County, IN",53350
"cty23001","Androscoggin County, ME",53339
"cty47129","Morgan County, TN",53335
"cty21141","Logan County, KY",53334
"cty53005","Benton County, WA",53329
"cty51099","King George County, VA",53327
"cty39153","Summit County, OH",53318
"cty17183","Vermilion County, IL",53306
"cty18043","Floyd County, IN",53302
"cty05105","Perry County, AR",53285
"cty37189","Watauga County, NC",53281
"cty01071","Jackson County, AL",53277
"cty20103","Leavenworth County, KS",53275
"cty55101","Racine County, WI",53265
"cty56027","Niobrara County, WY",53265
"cty26105","Mason County, MI",53261
"cty05113","Polk County, AR",53257
"cty51830","Williamsburg city, VA",53257
"cty45071","Newberry County, SC",53249
"cty51133","Northumberland County, VA",53248
"cty28057","Itawamba County, MS",53244
"cty08055","Huerfano County, CO",53226
"cty40035","Craig County, OK",53222
"cty47135","Perry County, TN",53218
"cty40121","Pittsburg County, OK",53210
"cty17031","Cook County, IL",53210
"cty05067","Jackson County, AR",53208
"cty28089","Madison County, MS",53202
"cty29141","Morgan County, MO",53201
"cty06059","Orange County, CA",53177
"cty20191","Sumner County, KS",53158
"cty40025","Cimarron County, OK",53158
"cty35041","Roosevelt County, NM",53158
"cty28069","Kemper County, MS",53157
"cty13219","Oconee County, GA",53154
"cty22033","East Baton Rouge Parish, LA",53150
"cty48271","Kinney County, TX",53144
"cty53003","Asotin County, WA",53143
"cty05043","Drew County, AR",53135
"cty24017","Charles County, MD",53134
"cty26005","Allegan County, MI",53131
"cty21223","Trimble County, KY",53131
"cty26127","Oceana County, MI",53129
"cty40097","Mayes County, OK",53128
"cty37007","Anson County, NC",53127
"cty06061","Placer County, CA",53124
"cty21007","Ballard County, KY",53124
"cty26055","Grand Traverse County, MI",53121
"cty29113","Lincoln County, MO",53117
"cty51197","Wythe County, VA",53108
"cty23011","Kennebec County, ME",53101
"cty18151","Steuben County, IN",53098
"cty29087","Holt County, MO",53090
"cty21175","Morgan County, KY",53084
"cty28145","Union County, MS",53083
"cty23005","Cumberland County, ME",53079
"cty01027","Clay County, AL",53076
"cty23019","Penobscot County, ME",53075
"cty05065","Izard County, AR",53075
"cty06017","El Dorado County, CA",53057
"cty48395","Robertson County, TX",53056
"cty40061","Haskell County, OK",53047
"cty40109","Oklahoma County, OK",53047
"cty18003","Allen County, IN",53047
"cty28113","Pike County, MS",53044
"cty29091","Howell County, MO",53031
"cty05071","Johnson County, AR",53029
"cty39017","Butler County, OH",53025
"cty29101","Johnson County, MO",53020
"cty54019","Fayette County, WV",53019
"cty05007","Benton County, AR",53017
"cty51775","Salem city, VA",53010
"cty51029","Buckingham County, VA",53006
"cty51075","Goochland County, VA",53001
"cty18039","Elkhart County, IN",52995
"cty04009","Graham County, AZ",52992
"cty26129","Ogemaw County, MI",52984
"cty21015","Boone County, KY",52984
"cty40143","Tulsa County, OK",52964
"cty53041","Lewis County, WA",52963
"cty28085","Lincoln County, MS",52962
"cty53063","Spokane County, WA",52960
"cty37079","Greene County, NC",52958
"cty28105","Oktibbeha County, MS",52956
"cty51071","Giles County, VA",52943
"cty05045","Faulkner County, AR",52938
"cty18115","Ohio County, IN",52937
"cty22013","Bienville Parish, LA",52935
"cty51041","Chesterfield County, VA",52928
"cty55105","Rock County, WI",52907
"cty06109","Tuolumne County, CA",52903
"cty22103","St. Tammany Parish, LA",52901
"cty29037","Cass County, MO",52895
"cty22111","Union Parish, LA",52886
"cty26099","Macomb County, MI",52881
"cty05099","Nevada County, AR",52880
"cty20127","Morris County, KS",52880
"cty08013","Boulder County, CO",52868
"cty01025","Clarke County, AL",52863
"cty16059","Lemhi County, ID",52852
"cty51530","Buena Vista city, VA",52832
"cty30081","Ravalli County, MT",52816
"cty23007","Franklin County, ME",52815
"cty13315","Wilcox County, GA",52812
"cty06097","Sonoma County, CA",52799
"cty06055","Napa County, CA",52794
"cty17127","Massac County, IL",52793
"cty39091","Logan County, OH",52793
"cty53061","Snohomish County, WA",52789
"cty47023","Chester County, TN",52785
"cty40111","Okmulgee County, OK",52782
"cty55113","Sawyer County, WI",52775
"cty39035","Cuyahoga County, OH",52762
"cty05139","Union County, AR",52761
"cty29069","Dunklin County, MO",52751
"cty39129","Pickaway County, OH",52735
"cty42103","Pike County, PA",52732
"cty05025","Cleveland County, AR",52727
"cty51035","Carroll County, VA",52726
"cty40005","Atoka County, OK",52723
"cty30109","Wibaux County, MT",52717
"cty29175","Randolph County, MO",52714
"cty01117","Shelby County, AL",52713
"cty54089","Summers County, WV",52712
"cty48465","Val Verde County, TX",52710
"cty05059","Hot Spring County, AR",52707
"cty37103","Jones County, NC",52706
"cty23017","Oxford County, ME",52702
"cty09011","New London County, CT",52700
"cty21157","Marshall County, KY",52696
"cty15003","Honolulu County, HI",52693
"cty39155","Trumbull County, OH",52691
"cty54063","Monroe County, WV",52691
"cty40101","Muskogee County, OK",52690
"cty41061","Union County, OR",52682
"cty53027","Grays Harbor County, WA",52680
"cty01049","DeKalb County, AL",52668
"cty08085","Montrose County, CO",52664
"cty01077","Lauderdale County, AL",52651
"cty26081","Kent County, MI",52645
"cty29225","Webster County, MO",52645
"cty01031","Coffee County, AL",52642
"cty26107","Mecosta County, MI",52640
"cty13229","Pierce County, GA",52638
"cty21101","Henderson County, KY",52636
"cty48457","Tyler County, TX",52632
"cty53057","Skagit County, WA",52631
"cty53039","Klickitat County, WA",52630
"cty51083","Halifax County, VA",52627
"cty37197","Yadkin County, NC",52626
"cty51063","Floyd County, VA",52624
"cty05055","Greene County, AR",52621
"cty29177","Ray County, MO",52614
"cty48209","Hays County, TX",52613
"cty35045","San Juan County, NM",52605
"cty54107","Wood County, WV",52605
"cty48181","Grayson County, TX",52604
"cty18167","Vigo County, IN",52602
"cty17151","Pope County, IL",52601
"cty50017","Orange County, VT",52594
"cty28099","Neshoba County, MS",52584
"cty39139","Richland County, OH",52581
"cty01091","Marengo County, AL",52581
"cty28083","Leflore County, MS",52578
"cty28137","Tate County, MS",52572
"cty28039","George County, MS",52566
"cty50013","Grand Isle County, VT",52565
"cty20045","Douglas County, KS",52564
"cty05017","Chicot County, AR",52554
"cty18023","Clinton County, IN",52553
"cty18183","Whitley County, IN",52546
"cty47169","Trousdale County, TN",52546
"cty26077","Kalamazoo County, MI",52538
"cty06035","Lassen County, CA",52535
"cty51115","Mathews County, VA",52529
"cty28011","Bolivar County, MS",52523
"cty51103","Lancaster County, VA",52520
"cty28163","Yazoo County, MS",52502
"cty37059","Davie County, NC",52489
"cty28135","Tallahatchie County, MS",52488
"cty29145","Newton County, MO",52485
"cty21219","Todd County, KY",52461
"cty20081","Haskell County, KS",52450
"cty22127","Winn Parish, LA",52446
"cty37061","Duplin County, NC",52439
"cty39145","Scioto County, OH",52433
"cty51143","Pittsylvania County, VA",52423
"cty50015","Lamoille County, VT",52413
"cty26017","Bay County, MI",52411
"cty21197","Powell County, KY",52408
"cty40135","Sequoyah County, OK",52405
"cty36117","Wayne County, NY",52402
"cty18149","Starke County, IN",52390
"cty21163","Meade County, KY",52390
"cty30003","Big Horn County, MT",52385
"cty18081","Johnson County, IN",52385
"cty51073","Gloucester County, VA",52382
"cty21035","Calloway County, KY",52379
"cty47183","Weakley County, TN",52374
"cty48037","Bowie County, TX",52373
"cty48213","Henderson County, TX",52373
"cty37183","Wake County, NC",52372
"cty36105","Sullivan County, NY",52372
"cty38079","Rolette County, ND",52363
"cty21205","Rowan County, KY",52360
"cty28121","Rankin County, MS",52353
"cty16079","Shoshone County, ID",52353
"cty41065","Wasco County, OR",52352
"cty05115","Pope County, AR",52350
"cty36031","Essex County, NY",52345
"cty28001","Adams County, MS",52343
"cty13273","Terrell County, GA",52341
"cty48251","Johnson County, TX",52338
"cty47133","Overton County, TN",52328
"cty13275","Thomas County, GA",52322
"cty47103","Lincoln County, TN",52318
"cty37199","Yancey County, NC",52313
"cty01035","Conecuh County, AL",52313
"cty41027","Hood River County, OR",52312
"cty48439","Tarrant County, TX",52302
"cty39133","Portage County, OH",52293
"cty01043","Cullman County, AL",52283
"cty48507","Zavala County, TX",52277
"cty21031","Butler County, KY",52270
"cty13281","Towns County, GA",52261
"cty13135","Gwinnett County, GA",52257
"cty29019","Boone County, MO",52254
"cty05005","Baxter County, AR",52253
"cty08037","Eagle County, CO",52249
"cty40117","Pawnee County, OK",52240
"cty40145","Wagoner County, OK",52236
"cty37171","Surry County, NC",52227
"cty13117","Forsyth County, GA",52223
"cty28119","Quitman County, MS",52221
"cty01001","Autauga County, AL",52207
"cty26021","Berrien County, MI",52206
"cty21047","Christian County, KY",52201
"cty06029","Kern County, CA",52196
"cty26125","Oakland County, MI",52196
"cty72055","Guanica Municipio, PR",52190
"cty18089","Lake County, IN",52185
"cty13109","Evans County, GA",52185
"cty13067","Cobb County, GA",52177
"cty22091","St. Helena Parish, LA",52175
"cty41005","Clackamas County, OR",52170
"cty13011","Banks County, GA",52168
"cty40021","Cherokee County, OK",52164
"cty51023","Botetourt County, VA",52157
"cty39025","Clermont County, OH",52153
"cty26013","Baraga County, MI",52148
"cty48231","Hunt County, TX",52144
"cty29055","Crawford County, MO",52140
"cty37193","Wilkes County, NC",52140
"cty51620","Franklin city, VA",52125
"cty51680","Lynchburg city, VA",52124
"cty26023","Branch County, MI",52118
"cty47099","Lawrence County, TN",52116
"cty39057","Greene County, OH",52112
"cty18145","Shelby County, IN",52107
"cty26029","Charlevoix County, MI",52099
"cty23021","Piscataquis County, ME",52095
"cty37099","Jackson County, NC",52093
"cty48479","Webb County, TX",52085
"cty41059","Umatilla County, OR",52079
"cty08011","Bent County, CO",52074
"cty10005","Sussex County, DE",52065
"cty26047","Emmet County, MI",52064
"cty49045","Tooele County, UT",52063
"cty16005","Bannock County, ID",52053
"cty50003","Bennington County, VT",52053
"cty13001","Appling County, GA",52048
"cty13299","Ware County, GA",52035
"cty16017","Bonner County, ID",52032
"cty55079","Milwaukee County, WI",52031
"cty18133","Putnam County, IN",52027
"cty51163","Rockbridge County, VA",52023
"cty09015","Windham County, CT",52022
"cty41067","Washington County, OR",52014
"cty21127","Lawrence County, KY",52003
"cty01033","Colbert County, AL",51998
"cty06079","San Luis Obispo County, CA",51997
"cty54081","Raleigh County, WV",51990
"cty28107","Panola County, MS",51977
"cty30029","Flathead County, MT",51975
"cty05001","Arkansas County, AR",51971
"cty08017","Cheyenne County, CO",51971
"cty28013","Calhoun County, MS",51970
"cty06021","Glenn County, CA",51969
"cty21221","Trigg County, KY",51962
"cty26093","Livingston County, MI",51961
"cty51131","Northampton County, VA",51960
"cty53029","Island County, WA",51946
"cty16085","Valley County, ID",51943
"cty08083","Montezuma County, CO",51939
"cty26149","St. Joseph County, MI",51939
"cty51025","Brunswick County, VA",51916
"cty05131","Sebastian County, AR",51913
"cty13137","Habersham County, GA",51911
"cty05077","Lee County, AR",51909
"cty23015","Lincoln County, ME",51900
"cty01095","Marshall County, AL",51898
"cty41003","Benton County, OR",51889
"cty21011","Bath County, KY",51877
"cty29223","Wayne County, MO",51871
"cty47097","Lauderdale County, TN",51867
"cty45063","Lexington County, SC",51866
"cty54059","Mingo County, WV",51861
"cty21181","Nicholas County, KY",51851
"cty48277","Lamar County, TX",51845
"cty22115","Vernon Parish, LA",51844
"cty01131","Wilcox County, AL",51844
"cty39047","Fayette County, OH",51842
"cty36073","Orleans County, NY",51841
"cty13287","Turner County, GA",51839
"cty25007","Dukes County, MA",51836
"cty28065","Jefferson Davis County, MS",51818
"cty17039","De Witt County, IL",51808
"cty53071","Walla Walla County, WA",51802
"cty54099","Wayne County, WV",51797
"cty29029","Camden County, MO",51794
"cty13033","Burke County, GA",51792
"cty48375","Potter County, TX",51789
"cty28017","Chickasaw County, MS",51785
"cty48027","Bell County, TX",51780
"cty48305","Lynn County, TX",51780
"cty54055","Mercer County, WV",51779
"cty47139","Polk County, TN",51776
"cty13073","Columbia County, GA",51772
"cty55001","Adams County, WI",51765
"cty13043","Candler County, GA",51764
"cty26045","Eaton County, MI",51756
"cty51810","Virginia Beach city, VA",51748
"cty26003","Alger County, MI",51746
"cty48267","Kimble County, TX",51744
"cty51087","Henrico County, VA",51736
"cty05051","Garland County, AR",51735
"cty51147","Prince Edward County, VA",51733
"cty51135","Nottoway County, VA",51729
"cty22081","Red River Parish, LA",51725
"cty18005","Bartholomew County, IN",51713
"cty26015","Barry County, MI",51701
"cty01009","Blount County, AL",51681
"cty08039","Elbert County, CO",51680
"cty50009","Essex County, VT",51668
"cty21089","Greenup County, KY",51668
"cty28045","Hancock County, MS",51668
"cty16073","Owyhee County, ID",51667
"cty08097","Pitkin County, CO",51656
"cty48147","Fannin County, TX",51652
"cty01007","Bibb County, AL",51646
"cty51177","Spotsylvania County, VA",51610
"cty22073","Ouachita Parish, LA",51601
"cty30087","Rosebud County, MT",51597
"cty21069","Fleming County, KY",51597
"cty34001","Atlantic County, NJ",51570
"cty05021","Clay County, AR",51565
"cty41045","Malheur County, OR",51561
"cty16055","Kootenai County, ID",51554
"cty06005","Amador County, CA",51554
"cty26069","Iosco County, MI",51553
"cty47189","Wilson County, TN",51553
"cty48281","Lampasas County, TX",51552
"cty28075","Lauderdale County, MS",51552
"cty51820","Waynesboro city, VA",51543
"cty05003","Ashley County, AR",51539
"cty32005","Douglas County, NV",51532
"cty37087","Haywood County, NC",51525
"cty37001","Alamance County, NC",51512
"cty18175","Washington County, IN",51510
"cty41009","Columbia County, OR",51503
"cty28029","Copiah County, MS",51501
"cty51520","Bristol city, VA",51500
"cty21061","Edmonson County, KY",51500
"cty51037","Charlotte County, VA",51484
"cty29215","Texas County, MO",51483
"cty40033","Cotton County, OK",51478
"cty06107","Tulare County, CA",51475
"cty51101","King William County, VA",51473
"cty21227","Warren County, KY",51469
"cty01099","Monroe County, AL",51462
"cty29123","Madison County, MO",51461
"cty13235","Pulaski County, GA",51460
"cty37195","Wilson County, NC",51451
"cty26033","Chippewa County, MI",51441
"cty01105","Perry County, AL",51439
"cty29043","Christian County, MO",51438
"cty47045","Dyer County, TN",51437
"cty28071","Lafayette County, MS",51429
"cty37029","Camden County, NC",51428
"cty13005","Bacon County, GA",51425
"cty29105","Laclede County, MO",51423
"cty06073","San Diego County, CA",51422
"cty48215","Hidalgo County, TX",51420
"cty16069","Nez Perce County, ID",51399
"cty22079","Rapides Parish, LA",51398
"cty42101","Philadelphia County, PA",51394
"cty29077","Greene County, MO",51392
"cty29099","Jefferson County, MO",51391
"cty51093","Isle of Wight County, VA",51367
"cty47171","Unicoi County, TN",51365
"cty05137","Stone County, AR",51364
"cty20093","Kearny County, KS",51362
"cty13257","Stephens County, GA",51355
"cty06111","Ventura County, CA",51342
"cty53067","Thurston County, WA",51338
"cty51065","Fluvanna County, VA",51335
"cty47165","Sumner County, TN",51334
"cty02068","Denali Borough, AK",51333
"cty48029","Bexar County, TX",51328
"cty20173","Sedgwick County, KS",51328
"cty21021","Boyle County, KY",51323
"cty26035","Clare County, MI",51320
"cty13031","Bulloch County, GA",51319
"cty01079","Lawrence County, AL",51318
"cty37163","Sampson County, NC",51317
"cty21213","Simpson County, KY",51317
"cty51145","Powhatan County, VA",51315
"cty48055","Caldwell County, TX",51309
"cty13163","Jefferson County, GA",51305
"cty05057","Hempstead County, AR",51305
"cty54079","Putnam County, WV",51298
"cty13167","Johnson County, GA",51294
"cty26009","Antrim County, MI",51285
"cty25025","Suffolk County, MA",51276
"cty24045","Wicomico County, MD",51264
"cty51001","Accomack County, VA",51255
"cty35035","Otero County, NM",51252
"cty01055","Etowah County, AL",51248
"cty10001","Kent County, DE",51244
"cty47033","Crockett County, TN",51241
"cty08071","Las Animas County, CO",51240
"cty39027","Clinton County, OH",51233
"cty21093","Hardin County, KY",51219
"cty48403","Sabine County, TX",51219
"cty29009","Barry County, MO",51219
"cty18091","LaPorte County, IN",51218
"cty55059","Kenosha County, WI",51205
"cty37117","Martin County, NC",51197
"cty26027","Cass County, MI",51195
"cty23025","Somerset County, ME",51188
"cty13181","Lincoln County, GA",51188
"cty47053","Gibson County, TN",51183
"cty18105","Monroe County, IN",51178
"cty33019","Sullivan County, NH",51178
"cty39049","Franklin County, OH",51176
"cty46017","Buffalo County, SD",51174
"cty13087","Decatur County, GA",51173
"cty48019","Bandera County, TX",51172
"cty01023","Choctaw County, AL",51169
"cty24015","Cecil County, MD",51165
"cty50025","Windham County, VT",51163
"cty53053","Pierce County, WA",51146
"cty47111","Macon County, TN",51145
"cty48257","Kaufman County, TX",51141
"cty39089","Licking County, OH",51130
"cty28109","Pearl River County, MS",51127
"cty37137","Pamlico County, NC",51126
"cty18075","Jay County, IN",51118
"cty21075","Fulton County, KY",51114
"cty39021","Champaign County, OH",51105
"cty08119","Teller County, CO",51102
"cty12049","Hardee County, FL",51102
"cty06115","Yuba County, CA",51097
"cty32510","Carson City, NV",51096
"cty06007","Butte County, CA",51092
"cty47185","White County, TN",51091
"cty12013","Calhoun County, FL",51079
"cty24019","Dorchester County, MD",51074
"cty54053","Mason County, WV",51070
"cty29149","Oregon County, MO",51060
"cty06089","Shasta County, CA",51049
"cty53035","Kitsap County, WA",51047
"cty10003","New Castle County, DE",51043
"cty39141","Ross County, OH",51034
"cty30051","Liberty County, MT",51034
"cty26115","Monroe County, MI",51029
"cty51015","Augusta County, VA",51023
"cty37125","Moore County, NC",51016
"cty39007","Ashtabula County, OH",51015
"cty32017","Lincoln County, NV",51002
"cty40031","Comanche County, OK",50999
"cty06083","Santa Barbara County, CA",50989
"cty54065","Morgan County, WV",50986
"cty17007","Boone County, IL",50986
"cty22125","West Feliciana Parish, LA",50956
"cty16001","Ada County, ID",50955
"cty53059","Skamania County, WA",50943
"cty48113","Dallas County, TX",50942
