"cty","Name","College_Graduation_Rate_rP_gP_p75"
"cty30021","Dawson County, MT",0.4521
"cty31153","Sarpy County, NE",0.452
"cty17127","Massac County, IL",0.4519
"cty48097","Cooke County, TX",0.4518
"cty12109","St. Johns County, FL",0.4518
"cty17067","Hancock County, IL",0.4518
"cty12115","Sarasota County, FL",0.4517
"cty18031","Decatur County, IN",0.4516
"cty27117","Pipestone County, MN",0.4516
"cty13087","Decatur County, GA",0.4515
"cty31053","Dodge County, NE",0.4515
"cty01003","Baldwin County, AL",0.4514
"cty21137","Lincoln County, KY",0.4514
"cty36075","Oswego County, NY",0.4514
"cty29207","Stoddard County, MO",0.4514
"cty01113","Russell County, AL",0.4513
"cty22001","Acadia Parish, LA",0.4513
"cty48177","Gonzales County, TX",0.4513
"cty42093","Montour County, PA",0.4513
"cty51125","Nelson County, VA",0.4511
"cty55085","Oneida County, WI",0.4511
"cty18083","Knox County, IN",0.451
"cty27109","Olmsted County, MN",0.4508
"cty13081","Crisp County, GA",0.4507
"cty47065","Hamilton County, TN",0.4506
"cty36037","Genesee County, NY",0.4506
"cty38077","Richland County, ND",0.4506
"cty37029","Camden County, NC",0.4506
"cty12005","Bay County, FL",0.4505
"cty21075","Fulton County, KY",0.4505
"cty51017","Bath County, VA",0.4504
"cty47107","McMinn County, TN",0.4503
"cty48091","Comal County, TX",0.4502
"cty13193","Macon County, GA",0.4502
"cty48309","McLennan County, TX",0.4501
"cty51085","Hanover County, VA",0.4499
"cty48067","Cass County, TX",0.4499
"cty21141","Logan County, KY",0.4497
"cty51009","Amherst County, VA",0.4496
"cty51630","Fredericksburg city, VA",0.4495
"cty41031","Jefferson County, OR",0.4494
"cty16077","Power County, ID",0.4494
"cty36099","Seneca County, NY",0.4493
"cty27045","Fillmore County, MN",0.4493
"cty06013","Contra Costa County, CA",0.4492
"cty18021","Clay County, IN",0.4492
"cty36121","Wyoming County, NY",0.4492
"cty28003","Alcorn County, MS",0.4491
"cty20115","Marion County, KS",0.4491
"cty17163","St. Clair County, IL",0.449
"cty46103","Pennington County, SD",0.4489
"cty20117","Marshall County, KS",0.4489
"cty36051","Livingston County, NY",0.4489
"cty37055","Dare County, NC",0.4488
"cty55107","Rusk County, WI",0.4488
"cty50017","Orange County, VT",0.4487
"cty40101","Muskogee County, OK",0.4486
"cty48209","Hays County, TX",0.4486
"cty48493","Wilson County, TX",0.4486
"cty30085","Roosevelt County, MT",0.4484
"cty28047","Harrison County, MS",0.4484
"cty22009","Avoyelles Parish, LA",0.4484
"cty47113","Madison County, TN",0.4484
"cty51171","Shenandoah County, VA",0.4484
"cty53017","Douglas County, WA",0.4482
"cty19057","Des Moines County, IA",0.4482
"cty31155","Saunders County, NE",0.4481
"cty05115","Pope County, AR",0.448
"cty46083","Lincoln County, SD",0.448
"cty48453","Travis County, TX",0.4479
"cty06101","Sutter County, CA",0.4478
"cty51650","Hampton city, VA",0.4477
"cty01073","Jefferson County, AL",0.4475
"cty38057","Mercer County, ND",0.4475
"cty48051","Burleson County, TX",0.4474
"cty08059","Jefferson County, CO",0.4472
"cty53067","Thurston County, WA",0.4471
"cty27047","Freeborn County, MN",0.4471
"cty29163","Pike County, MO",0.447
"cty17009","Brown County, IL",0.447
"cty22065","Madison Parish, LA",0.4469
"cty27091","Martin County, MN",0.4469
"cty18077","Jefferson County, IN",0.4469
"cty22121","West Baton Rouge Parish, LA",0.4468
"cty17123","Marshall County, IL",0.4467
"cty41001","Baker County, OR",0.4466
"cty20155","Reno County, KS",0.4466
"cty13159","Jasper County, GA",0.4464
"cty38103","Wells County, ND",0.4462
"cty19187","Webster County, IA",0.4461
"cty42041","Cumberland County, PA",0.4461
"cty40117","Pawnee County, OK",0.446
"cty09015","Windham County, CT",0.446
"cty29057","Dade County, MO",0.446
"cty55087","Outagamie County, WI",0.4458
"cty06083","Santa Barbara County, CA",0.4458
"cty55125","Vilas County, WI",0.4457
"cty55079","Milwaukee County, WI",0.4456
"cty39127","Perry County, OH",0.4456
"cty47125","Montgomery County, TN",0.4455
"cty20149","Pottawatomie County, KS",0.4455
"cty48133","Eastland County, TX",0.4454
"cty39045","Fairfield County, OH",0.4454
"cty05031","Craighead County, AR",0.4454
"cty47057","Grainger County, TN",0.4452
"cty19097","Jackson County, IA",0.4452
"cty35001","Bernalillo County, NM",0.4451
"cty42043","Dauphin County, PA",0.4451
"cty01079","Lawrence County, AL",0.4451
"cty13085","Dawson County, GA",0.4451
"cty48183","Gregg County, TX",0.445
"cty48267","Kimble County, TX",0.445
"cty51135","Nottoway County, VA",0.4449
"cty06045","Mendocino County, CA",0.4448
"cty19019","Buchanan County, IA",0.4448
"cty42087","Mifflin County, PA",0.4447
"cty48373","Polk County, TX",0.4445
"cty08014","Broomfield County, CO",0.4445
"cty17143","Peoria County, IL",0.4445
"cty12103","Pinellas County, FL",0.4443
"cty17041","Douglas County, IL",0.4443
"cty55043","Grant County, WI",0.4442
"cty01117","Shelby County, AL",0.4441
"cty21037","Campbell County, KY",0.444
"cty51790","Staunton city, VA",0.4437
"cty53071","Walla Walla County, WA",0.4437
"cty48331","Milam County, TX",0.4437
"cty19085","Harrison County, IA",0.4436
"cty40015","Caddo County, OK",0.4435
"cty26105","Mason County, MI",0.4435
"cty23009","Hancock County, ME",0.4434
"cty48201","Harris County, TX",0.4433
"cty30001","Beaverhead County, MT",0.4433
"cty19113","Linn County, IA",0.4432
"cty05139","Union County, AR",0.4432
"cty39111","Monroe County, OH",0.4432
"cty40109","Oklahoma County, OK",0.4429
"cty20081","Haskell County, KS",0.4429
"cty01053","Escambia County, AL",0.4427
"cty30029","Flathead County, MT",0.4427
"cty19107","Keokuk County, IA",0.4427
"cty08067","La Plata County, CO",0.4426
"cty55041","Forest County, WI",0.4426
"cty13031","Bulloch County, GA",0.4426
"cty13163","Jefferson County, GA",0.4426
"cty30007","Broadwater County, MT",0.4426
"cty31039","Cuming County, NE",0.4425
"cty31131","Otoe County, NE",0.4425
"cty41065","Wasco County, OR",0.4424
"cty06027","Inyo County, CA",0.4424
"cty27099","Mower County, MN",0.4423
"cty19031","Cedar County, IA",0.4423
"cty05045","Faulkner County, AR",0.4422
"cty40143","Tulsa County, OK",0.442
"cty47143","Rhea County, TN",0.442
"cty21093","Hardin County, KY",0.4419
"cty47103","Lincoln County, TN",0.4419
"cty29055","Crawford County, MO",0.4418
"cty21125","Laurel County, KY",0.4418
"cty45047","Greenwood County, SC",0.4417
"cty26153","Schoolcraft County, MI",0.4416
"cty40017","Canadian County, OK",0.4416
"cty39109","Miami County, OH",0.4416
"cty39079","Jackson County, OH",0.4416
"cty13187","Lumpkin County, GA",0.4416
"cty22105","Tangipahoa Parish, LA",0.4415
"cty12009","Brevard County, FL",0.4414
"cty13111","Fannin County, GA",0.4413
"cty15007","Kauai County, HI",0.4413
"cty55097","Portage County, WI",0.4413
"cty17045","Edgar County, IL",0.4413
"cty27037","Dakota County, MN",0.441
"cty26101","Manistee County, MI",0.4409
"cty51019","Bedford County, VA",0.4408
"cty45075","Orangeburg County, SC",0.4408
"cty53077","Yakima County, WA",0.4407
"cty54079","Putnam County, WV",0.4407
"cty27137","St. Louis County, MN",0.4404
"cty26047","Emmet County, MI",0.4403
"cty45089","Williamsburg County, SC",0.4403
"cty55121","Trempealeau County, WI",0.4403
"cty29510","St. Louis city, MO",0.44
"cty13291","Union County, GA",0.44
"cty47131","Obion County, TN",0.4396
"cty08047","Gilpin County, CO",0.4396
"cty37107","Lenoir County, NC",0.4395
"cty45007","Anderson County, SC",0.4395
"cty08019","Clear Creek County, CO",0.4395
"cty54107","Wood County, WV",0.4394
"cty21171","Monroe County, KY",0.4394
"cty48315","Marion County, TX",0.4394
"cty26043","Dickinson County, MI",0.4393
"cty13023","Bleckley County, GA",0.4393
"cty33019","Sullivan County, NH",0.4392
"cty27147","Steele County, MN",0.439
"cty55069","Lincoln County, WI",0.439
"cty01095","Marshall County, AL",0.4388
"cty13303","Washington County, GA",0.4386
"cty51031","Campbell County, VA",0.4386
"cty13141","Hancock County, GA",0.4386
"cty26111","Midland County, MI",0.4385
"cty49025","Kane County, UT",0.4385
"cty48381","Randall County, TX",0.4384
"cty35061","Valencia County, NM",0.4383
"cty29159","Pettis County, MO",0.4383
"cty48027","Bell County, TX",0.4382
"cty48417","Shackelford County, TX",0.4382
"cty15001","Hawaii County, HI",0.4382
"cty22073","Ouachita Parish, LA",0.438
"cty39169","Wayne County, OH",0.4379
"cty12075","Levy County, FL",0.4379
"cty27149","Stevens County, MN",0.4379
"cty51570","Colonial Heights city, VA",0.4377
"cty06037","Los Angeles County, CA",0.4376
"cty28113","Pike County, MS",0.4376
"cty55009","Brown County, WI",0.4375
"cty51159","Richmond County, VA",0.4375
"cty29209","Stone County, MO",0.4375
"cty47051","Franklin County, TN",0.4374
"cty27165","Watonwan County, MN",0.4373
"cty13185","Lowndes County, GA",0.4372
"cty13131","Grady County, GA",0.4372
"cty35006","Cibola County, NM",0.4371
"cty21117","Kenton County, KY",0.4371
"cty53063","Spokane County, WA",0.437
"cty22017","Caddo Parish, LA",0.437
"cty16087","Washington County, ID",0.437
"cty39017","Butler County, OH",0.4369
"cty27013","Blue Earth County, MN",0.4368
"cty26029","Charlevoix County, MI",0.4367
"cty12099","Palm Beach County, FL",0.4364
"cty50019","Orleans County, VT",0.4364
"cty17195","Whiteside County, IL",0.4364
"cty16017","Bonner County, ID",0.4363
"cty08027","Custer County, CO",0.4363
"cty08065","Lake County, CO",0.4362
"cty05145","White County, AR",0.4362
"cty32021","Mineral County, NV",0.4362
"cty48029","Bexar County, TX",0.4361
"cty55063","La Crosse County, WI",0.436
"cty41039","Lane County, OR",0.436
"cty24021","Frederick County, MD",0.4358
"cty45041","Florence County, SC",0.4358
"cty48175","Goliad County, TX",0.4358
"cty17199","Williamson County, IL",0.4357
"cty39095","Lucas County, OH",0.4355
"cty17161","Rock Island County, IL",0.4355
"cty28063","Jefferson County, MS",0.4355
"cty18063","Hendricks County, IN",0.4354
"cty01051","Elmore County, AL",0.4354
"cty20173","Sedgwick County, KS",0.4353
"cty18001","Adams County, IN",0.4352
"cty48293","Limestone County, TX",0.4352
"cty01097","Mobile County, AL",0.4349
"cty06073","San Diego County, CA",0.4349
"cty54053","Mason County, WV",0.4349
"cty54003","Berkeley County, WV",0.4348
"cty26165","Wexford County, MI",0.4347
"cty55065","Lafayette County, WI",0.4347
"cty48305","Lynn County, TX",0.4347
"cty47077","Henderson County, TN",0.4346
"cty18003","Allen County, IN",0.4345
"cty17197","Will County, IL",0.4345
"cty21039","Carlisle County, KY",0.4345
"cty31043","Dakota County, NE",0.4344
"cty17055","Franklin County, IL",0.4344
"cty51037","Charlotte County, VA",0.4344
"cty05071","Johnson County, AR",0.4344
"cty26081","Kent County, MI",0.4343
"cty35015","Eddy County, NM",0.4343
"cty39053","Gallia County, OH",0.4342
"cty04023","Santa Cruz County, AZ",0.4341
"cty13009","Baldwin County, GA",0.4341
"cty13019","Berrien County, GA",0.434
"cty01087","Macon County, AL",0.434
"cty12061","Indian River County, FL",0.4337
"cty21051","Clay County, KY",0.4336
"cty12027","DeSoto County, FL",0.4336
"cty05111","Poinsett County, AR",0.4333
"cty18173","Warrick County, IN",0.4332
"cty39123","Ottawa County, OH",0.4332
"cty48019","Bandera County, TX",0.4331
"cty28041","Greene County, MS",0.433
"cty48397","Rockwall County, TX",0.4327
"cty26077","Kalamazoo County, MI",0.4326
"cty39143","Sandusky County, OH",0.4326
"cty47085","Humphreys County, TN",0.4325
"cty51023","Botetourt County, VA",0.4323
"cty37153","Richmond County, NC",0.4322
"cty31177","Washington County, NE",0.4322
"cty19183","Washington County, IA",0.4321
"cty01021","Chilton County, AL",0.432
"cty51153","Prince William County, VA",0.4318
"cty48025","Bee County, TX",0.4318
"cty38105","Williams County, ND",0.4317
"cty06023","Humboldt County, CA",0.4317
"cty41017","Deschutes County, OR",0.4317
"cty08085","Montrose County, CO",0.4317
"cty45059","Laurens County, SC",0.4317
"cty17129","Menard County, IL",0.4317
"cty27041","Douglas County, MN",0.4317
"cty31097","Johnson County, NE",0.4317
"cty24025","Harford County, MD",0.4316
"cty47157","Shelby County, TN",0.4314
"cty48349","Navarro County, TX",0.4314
"cty18049","Fulton County, IN",0.4314
"cty42075","Lebanon County, PA",0.4313
"cty22039","Evangeline Parish, LA",0.4313
"cty48355","Nueces County, TX",0.4312
"cty35027","Lincoln County, NM",0.4312
"cty01039","Covington County, AL",0.4312
"cty13051","Chatham County, GA",0.431
"cty01005","Barbour County, AL",0.431
"cty13105","Elbert County, GA",0.431
"cty12033","Escambia County, FL",0.4307
"cty48113","Dallas County, TX",0.4306
"cty05069","Jefferson County, AR",0.4306
"cty21083","Graves County, KY",0.4306
"cty42133","York County, PA",0.4305
"cty10001","Kent County, DE",0.4303
"cty15003","Honolulu County, HI",0.4303
"cty55141","Wood County, WI",0.4302
"cty20035","Cowley County, KS",0.4302
"cty37009","Ashe County, NC",0.4302
"cty21119","Knott County, KY",0.4302
"cty08045","Garfield County, CO",0.4302
"cty47079","Henry County, TN",0.4301
"cty48121","Denton County, TX",0.43
"cty48001","Anderson County, TX",0.4299
"cty37035","Catawba County, NC",0.4298
"cty37117","Martin County, NC",0.4298
"cty37193","Wilkes County, NC",0.4298
"cty13195","Madison County, GA",0.4297
"cty26009","Antrim County, MI",0.4297
"cty12021","Collier County, FL",0.4297
"cty22049","Jackson Parish, LA",0.4297
"cty26013","Baraga County, MI",0.4296
"cty13215","Muscogee County, GA",0.4296
"cty37057","Davidson County, NC",0.4296
"cty17117","Macoupin County, IL",0.4295
"cty08049","Grand County, CO",0.4295
"cty08041","El Paso County, CO",0.4294
"cty13021","Bibb County, GA",0.4294
"cty38099","Walsh County, ND",0.4293
"cty48473","Waller County, TX",0.4292
"cty39027","Clinton County, OH",0.429
"cty12039","Gadsden County, FL",0.429
"cty26055","Grand Traverse County, MI",0.4289
"cty19155","Pottawattamie County, IA",0.4288
"cty41029","Jackson County, OR",0.4288
"cty02122","Kenai Peninsula Borough, AK",0.4288
"cty48223","Hopkins County, TX",0.4288
"cty29155","Pemiscot County, MO",0.4288
"cty21161","Mason County, KY",0.4287
"cty37165","Scotland County, NC",0.4286
"cty38027","Eddy County, ND",0.4286
"cty46047","Fall River County, SD",0.4285
"cty40021","Cherokee County, OK",0.4285
"cty37019","Brunswick County, NC",0.4285
"cty18143","Scott County, IN",0.4285
"cty48197","Hardeman County, TX",0.4285
"cty18167","Vigo County, IN",0.4285
"cty45035","Dorchester County, SC",0.4284
"cty39139","Richland County, OH",0.4284
"cty28109","Pearl River County, MS",0.4284
"cty20067","Grant County, KS",0.4282
"cty12055","Highlands County, FL",0.4282
"cty51740","Portsmouth city, VA",0.4281
"cty21041","Carroll County, KY",0.428
"cty20103","Leavenworth County, KS",0.428
"cty47063","Hamblen County, TN",0.428
"cty05009","Boone County, AR",0.4279
"cty38007","Billings County, ND",0.4279
"cty45001","Abbeville County, SC",0.4279
"cty40037","Creek County, OK",0.4277
"cty17089","Kane County, IL",0.4277
"cty41005","Clackamas County, OR",0.4277
"cty48057","Calhoun County, TX",0.4277
"cty51075","Goochland County, VA",0.4276
"cty13311","White County, GA",0.4275
"cty10003","New Castle County, DE",0.4274
"cty37013","Beaufort County, NC",0.4273
"cty17053","Ford County, IL",0.4273
"cty18147","Spencer County, IN",0.4273
"cty55091","Pepin County, WI",0.4272
"cty21195","Pike County, KY",0.4272
"cty40019","Carter County, OK",0.4271
"cty18055","Greene County, IN",0.4271
"cty17029","Coles County, IL",0.427
"cty55039","Fond du Lac County, WI",0.427
"cty40027","Cleveland County, OK",0.4269
"cty25011","Franklin County, MA",0.4269
"cty40125","Pottawatomie County, OK",0.4268
"cty21221","Trigg County, KY",0.4268
"cty48423","Smith County, TX",0.4267
"cty38065","Oliver County, ND",0.4267
"cty42105","Potter County, PA",0.4267
"cty41051","Multnomah County, OR",0.4265
"cty55117","Sheboygan County, WI",0.4264
"cty21197","Powell County, KY",0.4264
"cty18043","Floyd County, IN",0.4263
"cty39037","Darke County, OH",0.4263
"cty28005","Amite County, MS",0.4263
"cty39005","Ashland County, OH",0.4263
"cty40083","Logan County, OK",0.4262
"cty18009","Blackford County, IN",0.4262
"cty49019","Grand County, UT",0.4262
"cty48285","Lavaca County, TX",0.426
"cty55075","Marinette County, WI",0.426
"cty39149","Shelby County, OH",0.426
"cty21169","Metcalfe County, KY",0.4259
"cty48187","Guadalupe County, TX",0.4257
"cty54023","Grant County, WV",0.4256
"cty24023","Garrett County, MD",0.4255
"cty29111","Lewis County, MO",0.4254
"cty29101","Johnson County, MO",0.4254
"cty21129","Lee County, KY",0.4252
"cty20015","Butler County, KS",0.425
"cty51049","Cumberland County, VA",0.425
"cty51089","Henry County, VA",0.4249
"cty29065","Dent County, MO",0.4249
"cty39043","Erie County, OH",0.4247
"cty01075","Lamar County, AL",0.4247
"cty29023","Butler County, MO",0.4247
"cty45051","Horry County, SC",0.4246
"cty10005","Sussex County, DE",0.4245
"cty30023","Deer Lodge County, MT",0.4245
"cty22087","St. Bernard Parish, LA",0.4244
"cty37157","Rockingham County, NC",0.4242
"cty26107","Mecosta County, MI",0.4241
"cty29021","Buchanan County, MO",0.4241
"cty05093","Mississippi County, AR",0.424
"cty05055","Greene County, AR",0.424
"cty26129","Ogemaw County, MI",0.424
"cty23023","Sagadahoc County, ME",0.4238
"cty20179","Sheridan County, KS",0.4237
"cty17061","Greene County, IL",0.4236
"cty45011","Barnwell County, SC",0.4234
"cty47109","McNairy County, TN",0.4234
"cty48127","Dimmit County, TX",0.4233
"cty05121","Randolph County, AR",0.4232
"cty20181","Sherman County, KS",0.4231
"cty18035","Delaware County, IN",0.4231
"cty18089","Lake County, IN",0.4229
"cty16021","Boundary County, ID",0.4229
"cty26037","Clinton County, MI",0.4228
"cty19011","Benton County, IA",0.4227
"cty19091","Humboldt County, IA",0.4227
"cty21157","Marshall County, KY",0.4227
"cty29157","Perry County, MO",0.4227
"cty05023","Cleburne County, AR",0.4226
"cty28129","Smith County, MS",0.4226
"cty17093","Kendall County, IL",0.4225
"cty40115","Ottawa County, OK",0.4224
"cty16069","Nez Perce County, ID",0.4224
"cty16055","Kootenai County, ID",0.4224
"cty06079","San Luis Obispo County, CA",0.4224
"cty22117","Washington Parish, LA",0.4224
"cty17157","Randolph County, IL",0.4224
"cty41035","Klamath County, OR",0.4223
"cty48339","Montgomery County, TX",0.4223
"cty42055","Franklin County, PA",0.4222
"cty41011","Coos County, OR",0.4221
"cty17179","Tazewell County, IL",0.422
"cty37017","Bladen County, NC",0.4218
"cty18145","Shelby County, IN",0.4217
"cty48387","Red River County, TX",0.4217
"cty16079","Shoshone County, ID",0.4215
"cty56023","Lincoln County, WY",0.4215
"cty05083","Logan County, AR",0.4214
"cty45027","Clarendon County, SC",0.4214
"cty51157","Rappahannock County, VA",0.4214
"cty24510","Baltimore city, MD",0.4212
"cty16083","Twin Falls County, ID",0.4212
"cty04005","Coconino County, AZ",0.4211
"cty17121","Marion County, IL",0.421
"cty48379","Rains County, TX",0.421
"cty48277","Lamar County, TX",0.4207
"cty38067","Pembina County, ND",0.4207
"cty17015","Carroll County, IL",0.4206
"cty49005","Cache County, UT",0.4205
"cty49013","Duchesne County, UT",0.4204
"cty40031","Comanche County, OK",0.4204
"cty19181","Warren County, IA",0.4202
"cty18097","Marion County, IN",0.4201
"cty13133","Greene County, GA",0.42
"cty48347","Nacogdoches County, TX",0.42
"cty53031","Jefferson County, WA",0.4199
"cty51073","Gloucester County, VA",0.4199
"cty55129","Washburn County, WI",0.4199
"cty17177","Stephenson County, IL",0.4198
"cty53025","Grant County, WA",0.4197
"cty37149","Polk County, NC",0.4197
"cty36073","Orleans County, NY",0.4197
"cty51079","Greene County, VA",0.4197
"cty22015","Bossier Parish, LA",0.4196
"cty01059","Franklin County, AL",0.4195
"cty28137","Tate County, MS",0.4193
"cty28057","Itawamba County, MS",0.4193
"cty18027","Daviess County, IN",0.4192
"cty01127","Walker County, AL",0.4191
"cty18127","Porter County, IN",0.4189
"cty16019","Bonneville County, ID",0.4188
"cty24003","Anne Arundel County, MD",0.4188
"cty37167","Stanly County, NC",0.4188
"cty47165","Sumner County, TN",0.4188
"cty13253","Seminole County, GA",0.4188
"cty42039","Crawford County, PA",0.4188
"cty13247","Rockdale County, GA",0.4187
"cty51093","Isle of Wight County, VA",0.4187
"cty18139","Rush County, IN",0.4187
"cty21011","Bath County, KY",0.4187
"cty29095","Jackson County, MO",0.4186
"cty35017","Grant County, NM",0.4186
"cty37139","Pasquotank County, NC",0.4186
"cty17051","Fayette County, IL",0.4186
"cty55045","Green County, WI",0.4186
"cty12127","Volusia County, FL",0.4184
"cty16001","Ada County, ID",0.4184
"cty01125","Tuscaloosa County, AL",0.4184
"cty41019","Douglas County, OR",0.4183
"cty13057","Cherokee County, GA",0.4183
"cty01069","Houston County, AL",0.4183
"cty08031","Denver County, CO",0.4182
"cty01035","Conecuh County, AL",0.4181
"cty13115","Floyd County, GA",0.4179
"cty29186","Ste. Genevieve County, MO",0.4178
"cty55007","Bayfield County, WI",0.4177
"cty01045","Dale County, AL",0.4177
"cty22079","Rapides Parish, LA",0.4176
"cty24033","Prince George's County, MD",0.4176
"cty48435","Sutton County, TX",0.4176
"cty54095","Tyler County, WV",0.4174
"cty40051","Grady County, OK",0.4173
"cty29015","Benton County, MO",0.4173
"cty27157","Wabasha County, MN",0.4173
"cty55055","Jefferson County, WI",0.4173
"cty39113","Montgomery County, OH",0.4172
"cty06087","Santa Cruz County, CA",0.4172
"cty13137","Habersham County, GA",0.4171
"cty13045","Carroll County, GA",0.417
"cty22059","LaSalle Parish, LA",0.417
"cty17021","Christian County, IL",0.417
"cty21123","Larue County, KY",0.4169
"cty27161","Waseca County, MN",0.4168
"cty21225","Union County, KY",0.4168
"cty18059","Hancock County, IN",0.4168
"cty48491","Williamson County, TX",0.4166
"cty22013","Bienville Parish, LA",0.4164
"cty18129","Posey County, IN",0.4164
"cty24009","Calvert County, MD",0.4163
"cty55031","Douglas County, WI",0.4161
"cty48021","Bastrop County, TX",0.4161
"cty22101","St. Mary Parish, LA",0.416
"cty51195","Wise County, VA",0.4157
"cty22115","Vernon Parish, LA",0.4156
"cty39093","Lorain County, OH",0.4155
"cty48181","Grayson County, TX",0.4155
"cty56041","Uinta County, WY",0.4155
"cty37163","Sampson County, NC",0.4154
"cty51550","Chesapeake city, VA",0.4154
"cty51800","Suffolk city, VA",0.4154
"cty28133","Sunflower County, MS",0.4154
"cty48245","Jefferson County, TX",0.4153
"cty41061","Union County, OR",0.4153
"cty51197","Wythe County, VA",0.4153
"cty05005","Baxter County, AR",0.4153
"cty06019","Fresno County, CA",0.4152
"cty18131","Pulaski County, IN",0.4152
"cty55131","Washington County, WI",0.4152
"cty08101","Pueblo County, CO",0.4151
"cty18073","Jasper County, IN",0.4151
"cty21015","Boone County, KY",0.4151
"cty19139","Muscatine County, IA",0.415
"cty42009","Bedford County, PA",0.415
"cty41033","Josephine County, OR",0.4148
"cty41053","Polk County, OR",0.4148
"cty48439","Tarrant County, TX",0.4148
"cty27019","Carver County, MN",0.4148
"cty17201","Winnebago County, IL",0.4147
"cty06097","Sonoma County, CA",0.4146
"cty01119","Sumter County, AL",0.4146
"cty20095","Kingman County, KS",0.4145
"cty01017","Chambers County, AL",0.4143
"cty27039","Dodge County, MN",0.4143
"cty37105","Lee County, NC",0.4143
"cty40013","Bryan County, OK",0.4142
"cty05003","Ashley County, AR",0.4142
"cty05063","Independence County, AR",0.4142
"cty12107","Putnam County, FL",0.4142
"cty48013","Atascosa County, TX",0.4142
"cty05085","Lonoke County, AR",0.4141
"cty17119","Madison County, IL",0.4139
"cty34033","Salem County, NJ",0.4139
"cty48005","Angelina County, TX",0.4139
"cty54047","McDowell County, WV",0.4139
"cty45021","Cherokee County, SC",0.4139
"cty05143","Washington County, AR",0.4137
"cty47145","Roane County, TN",0.4137
"cty39163","Vinton County, OH",0.4137
"cty22077","Pointe Coupee Parish, LA",0.4136
"cty18039","Elkhart County, IN",0.4134
"cty40135","Sequoyah County, OK",0.4133
"cty13001","Appling County, GA",0.4133
"cty55033","Dunn County, WI",0.4132
"cty51181","Surry County, VA",0.4131
"cty27077","Lake of the Woods County, MN",0.4129
"cty28147","Walthall County, MS",0.4128
"cty37155","Robeson County, NC",0.4127
"cty17083","Jersey County, IL",0.4127
"cty21091","Hancock County, KY",0.4127
"cty45073","Oconee County, SC",0.4127
"cty31121","Merrick County, NE",0.4127
"cty12095","Orange County, FL",0.4125
"cty18091","LaPorte County, IN",0.4125
"cty21099","Hart County, KY",0.4125
"cty42001","Adams County, PA",0.4124
"cty37047","Columbus County, NC",0.4123
"cty26021","Berrien County, MI",0.4122
"cty27163","Washington County, MN",0.4121
"cty22085","Sabine Parish, LA",0.412
"cty17037","DeKalb County, IL",0.4118
"cty13175","Laurens County, GA",0.4116
"cty53013","Columbia County, WA",0.4116
"cty42065","Jefferson County, PA",0.4116
"cty37181","Vance County, NC",0.4114
"cty26031","Cheboygan County, MI",0.4113
"cty55111","Sauk County, WI",0.4113
"cty37091","Hertford County, NC",0.4113
"cty48429","Stephens County, TX",0.4112
"cty27173","Yellow Medicine County, MN",0.4109
"cty18121","Parke County, IN",0.4109
"cty29225","Webster County, MO",0.4108
"cty39115","Morgan County, OH",0.4106
"cty42113","Sullivan County, PA",0.4106
"cty39003","Allen County, OH",0.4105
"cty47189","Wilson County, TN",0.4105
"cty12087","Monroe County, FL",0.4103
"cty55127","Walworth County, WI",0.4103
"cty19099","Jasper County, IA",0.4103
"cty40139","Texas County, OK",0.4102
"cty32001","Churchill County, NV",0.4101
"cty47011","Bradley County, TN",0.4101
"cty35025","Lea County, NM",0.41
"cty01001","Autauga County, AL",0.4099
"cty06111","Ventura County, CA",0.4098
"cty37143","Perquimans County, NC",0.4098
"cty12057","Hillsborough County, FL",0.4097
"cty13251","Screven County, GA",0.4096
"cty18081","Johnson County, IN",0.4096
"cty48221","Hood County, TX",0.4092
"cty40005","Atoka County, OK",0.4091
"cty28045","Hancock County, MS",0.4091
"cty47049","Fentress County, TN",0.409
"cty39089","Licking County, OH",0.4089
"cty39065","Hardin County, OH",0.4088
"cty06055","Napa County, CA",0.4086
"cty05103","Ouachita County, AR",0.4085
"cty47105","Loudon County, TN",0.4083
"cty27139","Scott County, MN",0.408
"cty54109","Wyoming County, WV",0.408
"cty39145","Scioto County, OH",0.4079
"cty13063","Clayton County, GA",0.4079
"cty06109","Tuolumne County, CA",0.4078
"cty49017","Garfield County, UT",0.4076
"cty48241","Jasper County, TX",0.4075
"cty55071","Manitowoc County, WI",0.4075
"cty39001","Adams County, OH",0.4075
"cty08077","Mesa County, CO",0.4074
"cty17099","LaSalle County, IL",0.4072
"cty48203","Harrison County, TX",0.4071
"cty37025","Cabarrus County, NC",0.4071
"cty48049","Brown County, TX",0.4071
"cty16011","Bingham County, ID",0.407
"cty08123","Weld County, CO",0.407
"cty47045","Dyer County, TN",0.407
"cty42071","Lancaster County, PA",0.4069
"cty22113","Vermilion Parish, LA",0.4069
"cty05035","Crittenden County, AR",0.4065
"cty48161","Freestone County, TX",0.4065
"cty49027","Millard County, UT",0.4064
"cty18107","Montgomery County, IN",0.4064
"cty17183","Vermilion County, IL",0.4063
"cty40023","Choctaw County, OK",0.4062
"cty39051","Fulton County, OH",0.4059
"cty40081","Lincoln County, OK",0.4058
"cty45031","Darlington County, SC",0.4058
"cty19015","Boone County, IA",0.4058
"cty39023","Clark County, OH",0.4058
"cty51179","Stafford County, VA",0.4056
"cty21055","Crittenden County, KY",0.4056
"cty45077","Pickens County, SC",0.4054
"cty13285","Troup County, GA",0.4054
