"cty","Name","Household_Income_rP_gP_pall"
"cty40075","Kiowa County, OK",38473
"cty22037","East Feliciana Parish, LA",38470
"cty28057","Itawamba County, MS",38463
"cty26019","Benzie County, MI",38454
"cty48029","Bexar County, TX",38451
"cty29009","Barry County, MO",38447
"cty39015","Brown County, OH",38440
"cty21097","Harrison County, KY",38432
"cty28077","Lawrence County, MS",38430
"cty21151","Madison County, KY",38420
"cty48113","Dallas County, TX",38412
"cty48343","Morris County, TX",38401
"cty40141","Tillman County, OK",38401
"cty21085","Grayson County, KY",38392
"cty37003","Alexander County, NC",38391
"cty05003","Ashley County, AR",38386
"cty37105","Lee County, NC",38377
"cty51035","Carroll County, VA",38367
"cty47099","Lawrence County, TN",38361
"cty47011","Bradley County, TN",38336
"cty13121","Fulton County, GA",38335
"cty37147","Pitt County, NC",38325
"cty13011","Banks County, GA",38320
"cty47111","Macon County, TN",38314
"cty51640","Galax city, VA",38306
"cty12061","Indian River County, FL",38303
"cty39105","Meigs County, OH",38279
"cty21031","Butler County, KY",38276
"cty35005","Chaves County, NM",38267
"cty26135","Oscoda County, MI",38257
"cty47077","Henderson County, TN",38249
"cty54043","Lincoln County, WV",38233
"cty51540","Charlottesville city, VA",38232
"cty01049","DeKalb County, AL",38227
"cty40063","Hughes County, OK",38225
"cty06047","Merced County, CA",38220
"cty12057","Hillsborough County, FL",38214
"cty48309","McLennan County, TX",38212
"cty21139","Livingston County, KY",38198
"cty54015","Clay County, WV",38198
"cty47145","Roane County, TN",38195
"cty29187","St. Francois County, MO",38182
"cty28145","Union County, MS",38182
"cty51195","Wise County, VA",38161
"cty21195","Pike County, KY",38160
"cty05015","Carroll County, AR",38154
"cty16025","Camas County, ID",38148
"cty41031","Jefferson County, OR",38140
"cty47169","Trousdale County, TN",38133
"cty21187","Owen County, KY",38133
"cty24011","Caroline County, MD",38117
"cty32003","Clark County, NV",38116
"cty29225","Webster County, MO",38107
"cty48347","Nacogdoches County, TX",38100
"cty48349","Navarro County, TX",38097
"cty48407","San Jacinto County, TX",38086
"cty28081","Lee County, MS",38081
"cty51520","Bristol city, VA",38076
"cty35035","Otero County, NM",38059
"cty28155","Webster County, MS",38058
"cty47113","Madison County, TN",38056
"cty35017","Grant County, NM",38024
"cty47105","Loudon County, TN",38024
"cty48247","Jim Hogg County, TX",37981
"cty51530","Buena Vista city, VA",37972
"cty37151","Randolph County, NC",37970
"cty48107","Crosby County, TX",37956
"cty47007","Bledsoe County, TN",37953
"cty48037","Bowie County, TX",37952
"cty48293","Limestone County, TX",37940
"cty47027","Clay County, TN",37938
"cty08025","Crowley County, CO",37930
"cty54045","Logan County, WV",37925
"cty51033","Caroline County, VA",37922
"cty29055","Crawford County, MO",37918
"cty47107","McMinn County, TN",37910
"cty01041","Crenshaw County, AL",37909
"cty28085","Lincoln County, MS",37907
"cty37057","Davidson County, NC",37893
"cty05071","Johnson County, AR",37879
"cty45007","Anderson County, SC",37869
"cty05117","Prairie County, AR",37862
"cty13207","Monroe County, GA",37849
"cty01021","Chilton County, AL",37840
"cty13129","Gordon County, GA",37834
"cty37049","Craven County, NC",37833
"cty28015","Carroll County, MS",37828
"cty36061","New York County, NY",37826
"cty28005","Amite County, MS",37820
"cty18041","Fayette County, IN",37817
"cty13169","Jones County, GA",37814
"cty51193","Westmoreland County, VA",37811
"cty51053","Dinwiddie County, VA",37799
"cty12003","Baker County, FL",37794
"cty05101","Newton County, AR",37789
"cty29105","Laclede County, MO",37786
"cty21023","Bracken County, KY",37763
"cty18097","Marion County, IN",37762
"cty37063","Durham County, NC",37761
"cty48155","Foard County, TX",37755
"cty05113","Polk County, AR",37737
"cty22025","Catahoula Parish, LA",37736
"cty05033","Crawford County, AR",37727
"cty28109","Pearl River County, MS",37725
"cty01025","Clarke County, AL",37722
"cty47161","Stewart County, TN",37709
"cty13013","Barrow County, GA",37703
"cty51111","Lunenburg County, VA",37701
"cty38005","Benson County, ND",37696
"cty48189","Hale County, TX",37695
"cty47171","Unicoi County, TN",37689
"cty47003","Bedford County, TN",37682
"cty01023","Choctaw County, AL",37671
"cty35013","Do±íáüna County, NM",37670
"cty05137","Stone County, AR",37665
"cty28139","Tippah County, MS",37663
"cty47125","Montgomery County, TN",37655
"cty47115","Marion County, TN",37652
"cty48277","Lamar County, TX",37648
"cty06031","Kings County, CA",37629
"cty47179","Washington County, TN",37616
"cty51181","Surry County, VA",37613
"cty48243","Jeff Davis County, TX",37604
"cty51077","Grayson County, VA",37580
"cty01133","Winston County, AL",37548
"cty51083","Halifax County, VA",37531
"cty05021","Clay County, AR",37522
"cty30005","Blaine County, MT",37519
"cty51580","Covington city, VA",37513
"cty28037","Franklin County, MS",37510
"cty39001","Adams County, OH",37502
"cty28131","Stone County, MS",37499
"cty02261","Valdez-Cordova Census Area, AK",37493
"cty40005","Atoka County, OK",37491
"cty40111","Okmulgee County, OK",37480
"cty54089","Summers County, WV",37480
"cty28129","Smith County, MS",37467
"cty46085","Lyman County, SD",37448
"cty29169","Pulaski County, MO",37441
"cty28059","Jackson County, MS",37427
"cty21169","Metcalfe County, KY",37423
"cty05051","Garland County, AR",37422
"cty01125","Tuscaloosa County, AL",37410
"cty29085","Hickory County, MO",37400
"cty06107","Tulare County, CA",37398
"cty40101","Muskogee County, OK",37397
"cty48055","Caldwell County, TX",37393
"cty29067","Douglas County, MO",37381
"cty13195","Madison County, GA",37379
"cty45015","Berkeley County, SC",37370
"cty39073","Hocking County, OH",37370
"cty01045","Dale County, AL",37358
"cty12017","Citrus County, FL",37357
"cty05139","Union County, AR",37353
"cty35041","Roosevelt County, NM",37346
"cty45071","Newberry County, SC",37345
"cty13187","Lumpkin County, GA",37344
"cty47045","Dyer County, TN",37342
"cty21205","Rowan County, KY",37336
"cty48323","Maverick County, TX",37334
"cty13115","Floyd County, GA",37330
"cty48145","Falls County, TX",37322
"cty13101","Echols County, GA",37317
"cty51800","Suffolk city, VA",37315
"cty39071","Highland County, OH",37306
"cty22127","Winn Parish, LA",37288
"cty12081","Manatee County, FL",37283
"cty47133","Overton County, TN",37281
"cty29229","Wright County, MO",37269
"cty48351","Newton County, TX",37266
"cty20061","Geary County, KS",37259
"cty01069","Houston County, AL",37241
"cty08031","Denver County, CO",37236
"cty51001","Accomack County, VA",37233
"cty48455","Trinity County, TX",37233
"cty36047","Kings County, NY",37229
"cty13257","Stephens County, GA",37225
"cty48063","Camp County, TX",37221
"cty04015","Mohave County, AZ",37218
"cty47037","Davidson County, TN",37205
"cty02240","Southeast Fairbanks Census Area, AK",37202
"cty48079","Cochran County, TX",37201
"cty02170","Matanuska-Susitna Borough, AK",37197
"cty37041","Chowan County, NC",37197
"cty29123","Madison County, MO",37188
"cty48449","Titus County, TX",37185
"cty21049","Clark County, KY",37181
"cty26079","Kalkaska County, MI",37176
"cty29153","Ozark County, MO",37175
"cty21061","Edmonson County, KY",37169
"cty05043","Drew County, AR",37159
"cty39047","Fayette County, OH",37159
"cty22027","Claiborne Parish, LA",37158
"cty21099","Hart County, KY",37157
"cty06015","Del Norte County, CA",37146
"cty12005","Bay County, FL",37134
"cty01073","Jefferson County, AL",37129
"cty06019","Fresno County, CA",37124
"cty21081","Grant County, KY",37124
"cty37159","Rowan County, NC",37115
"cty05039","Dallas County, AR",37105
"cty35003","Catron County, NM",37103
"cty13119","Franklin County, GA",37103
"cty35023","Hidalgo County, NM",37102
"cty37137","Pamlico County, NC",37100
"cty29215","Texas County, MO",37086
"cty45055","Kershaw County, SC",37082
"cty01061","Geneva County, AL",37078
"cty37173","Swain County, NC",37075
"cty48387","Red River County, TX",37073
"cty48073","Cherokee County, TX",37056
"cty21047","Christian County, KY",37047
"cty13015","Bartow County, GA",37030
"cty40041","Delaware County, OK",37018
"cty01127","Walker County, AL",37018
"cty39087","Lawrence County, OH",37016
"cty05081","Little River County, AR",36978
"cty48463","Uvalde County, TX",36974
"cty05059","Hot Spring County, AR",36971
"cty48141","El Paso County, TX",36968
"cty47081","Hickman County, TN",36942
"cty22119","Webster Parish, LA",36939
"cty39145","Scioto County, OH",36931
"cty28091","Marion County, MS",36927
"cty51650","Hampton city, VA",36925
"cty47167","Tipton County, TN",36922
"cty40015","Caddo County, OK",36916
"cty54075","Pocahontas County, WV",36910
"cty51089","Henry County, VA",36906
"cty26085","Lake County, MI",36889
"cty21133","Letcher County, KY",36881
"cty48127","Dimmit County, TX",36872
"cty47053","Gibson County, TN",36868
"cty29149","Oregon County, MO",36861
"cty12086","Miami-Dade County, FL",36860
"cty22079","Rapides Parish, LA",36858
"cty26163","Wayne County, MI",36854
"cty13157","Jackson County, GA",36847
"cty05075","Lawrence County, AR",36846
"cty13147","Hart County, GA",36842
"cty28111","Perry County, MS",36835
"cty37073","Gates County, NC",36811
"cty12069","Lake County, FL",36810
"cty22111","Union Parish, LA",36803
"cty48395","Robertson County, TX",36797
"cty12101","Pasco County, FL",36794
"cty48427","Starr County, TX",36790
"cty02150","Kodiak Island Borough, AK",36789
"cty21003","Allen County, KY",36782
"cty13241","Rabun County, GA",36777
"cty47035","Cumberland County, TN",36776
"cty48305","Lynn County, TX",36769
"cty12049","Hardee County, FL",36767
"cty37071","Gaston County, NC",36750
"cty37133","Onslow County, NC",36723
"cty12127","Volusia County, FL",36723
"cty28115","Pontotoc County, MS",36707
"cty51700","Newport News city, VA",36704
"cty47181","Wayne County, TN",36696
"cty24019","Dorchester County, MD",36690
"cty05097","Montgomery County, AR",36673
"cty37145","Person County, NC",36665
"cty12129","Wakulla County, FL",36660
"cty21011","Bath County, KY",36655
"cty37115","Madison County, NC",36653
"cty05119","Pulaski County, AR",36648
"cty47129","Morgan County, TN",36641
"cty47177","Warren County, TN",36634
"cty35061","Valencia County, NM",36627
"cty47101","Lewis County, TN",36624
"cty51173","Smyth County, VA",36622
"cty02220","Sitka City and Borough, AK",36606
"cty29143","New Madrid County, MO",36602
"cty21173","Montgomery County, KY",36593
"cty40021","Cherokee County, OK",36581
"cty40107","Okfuskee County, OK",36578
"cty51037","Charlotte County, VA",36571
"cty18143","Scott County, IN",36557
"cty06039","Madera County, CA",36553
"cty37013","Beaufort County, NC",36552
"cty22029","Concordia Parish, LA",36541
"cty13143","Haralson County, GA",36538
"cty47109","McNairy County, TN",36536
"cty12095","Orange County, FL",36533
"cty21057","Cumberland County, KY",36515
"cty21063","Elliott County, KY",36507
"cty05129","Searcy County, AR",36488
"cty48225","Houston County, TX",36481
"cty37023","Burke County, NC",36477
"cty21135","Lewis County, KY",36470
"cty29119","McDonald County, MO",36466
"cty45019","Charleston County, SC",36465
"cty13249","Schley County, GA",36461
"cty12053","Hernando County, FL",36456
"cty04017","Navajo County, AZ",36411
"cty40091","McIntosh County, OK",36407
"cty47089","Jefferson County, TN",36403
"cty48215","Hidalgo County, TX",36402
"cty13229","Pierce County, GA",36399
"cty39079","Jackson County, OH",36396
"cty13211","Morgan County, GA",36376
"cty37143","Perquimans County, NC",36369
"cty37111","McDowell County, NC",36364
"cty47143","Rhea County, TN",36357
"cty28067","Jones County, MS",36356
"cty22069","Natchitoches Parish, LA",36343
"cty08055","Huerfano County, CO",36330
"cty47071","Hardin County, TN",36327
"cty28013","Calhoun County, MS",36312
"cty51135","Nottoway County, VA",36297
"cty13053","Chattahoochee County, GA",36293
"cty21125","Laurel County, KY",36284
"cty38079","Rolette County, ND",36277
"cty12059","Holmes County, FL",36275
"cty21069","Fleming County, KY",36266
"cty47185","White County, TN",36234
"cty47073","Hawkins County, TN",36223
"cty28127","Simpson County, MS",36211
"cty13313","Whitfield County, GA",36209
"cty21199","Pulaski County, KY",36207
"cty13001","Appling County, GA",36191
"cty26039","Crawford County, MI",36190
"cty28101","Newton County, MS",36186
"cty05049","Fulton County, AR",36176
"cty47063","Hamblen County, TN",36168
"cty13031","Bulloch County, GA",36151
"cty51117","Mecklenburg County, VA",36150
"cty37191","Wayne County, NC",36142
"cty01055","Etowah County, AL",36138
"cty05091","Miller County, AR",36126
"cty21043","Carter County, KY",36106
"cty01007","Bibb County, AL",36104
"cty37009","Ashe County, NC",36098
"cty47079","Henry County, TN",36086
"cty21175","Morgan County, KY",36085
"cty28137","Tate County, MS",36074
"cty47033","Crockett County, TN",36071
"cty22073","Ouachita Parish, LA",36063
"cty21017","Bourbon County, KY",36056
"cty13059","Clarke County, GA",36056
"cty01053","Escambia County, AL",36054
"cty08011","Bent County, CO",36049
"cty21153","Magoffin County, KY",36048
"cty40135","Sequoyah County, OK",36033
"cty32023","Nye County, NV",36027
"cty23029","Washington County, ME",36024
"cty28031","Covington County, MS",36023
"cty21071","Floyd County, KY",36023
"cty01123","Tallapoosa County, AL",36006
"cty29035","Carter County, MO",35991
"cty12105","Polk County, FL",35989
"cty01091","Marengo County, AL",35980
"cty48313","Madison County, TX",35969
"cty05011","Bradley County, AR",35965
"cty12033","Escambia County, FL",35949
"cty47123","Monroe County, TN",35942
"cty45001","Abbeville County, SC",35936
"cty51105","Lee County, VA",35931
"cty05061","Howard County, AR",35930
"cty40133","Seminole County, OK",35924
"cty28105","Oktibbeha County, MS",35910
"cty37061","Duplin County, NC",35871
"cty29023","Butler County, MO",35870
"cty12097","Osceola County, FL",35860
"cty48163","Frio County, TX",35848
"cty37139","Pasquotank County, NC",35844
"cty22031","De Soto Parish, LA",35842
"cty01015","Calhoun County, AL",35841
"cty48229","Hudspeth County, TX",35841
"cty21001","Adair County, KY",35840
"cty37085","Harnett County, NC",35835
"cty28003","Alcorn County, MS",35828
"cty51029","Buckingham County, VA",35813
"cty28023","Clarke County, MS",35807
"cty48377","Presidio County, TX",35795
"cty47139","Polk County, TN",35791
"cty05135","Sharp County, AR",35784
"cty48385","Real County, TX",35780
"cty37195","Wilson County, NC",35775
"cty37027","Caldwell County, NC",35757
"cty29093","Iron County, MO",35751
"cty21129","Lee County, KY",35748
"cty45081","Saluda County, SC",35737
"cty21159","Martin County, KY",35734
"cty29221","Washington County, MO",35728
"cty28153","Wayne County, MS",35719
"cty01097","Mobile County, AL",35715
"cty37103","Jones County, NC",35704
"cty47041","DeKalb County, TN",35686
"cty05065","Izard County, AR",35682
"cty13123","Gilmer County, GA",35674
"cty37033","Caswell County, NC",35670
"cty37077","Granville County, NC",35662
"cty12031","Duval County, FL",35658
"cty48375","Potter County, TX",35598
"cty48061","Cameron County, TX",35573
"cty28007","Attala County, MS",35569
"cty29223","Wayne County, MO",35557
"cty05127","Scott County, AR",35555
"cty21181","Nicholas County, KY",35548
"cty13221","Oglethorpe County, GA",35542
"cty40127","Pushmataha County, OK",35540
"cty28047","Harrison County, MS",35536
"cty37157","Rockingham County, NC",35536
"cty04027","Yuma County, AZ",35530
"cty37045","Cleveland County, NC",35530
"cty37163","Sampson County, NC",35527
"cty35055","Taos County, NM",35525
"cty12121","Suwannee County, FL",35503
"cty48327","Menard County, TX",35502
"cty13023","Bleckley County, GA",35494
"cty47121","Meigs County, TN",35488
"cty13305","Wayne County, GA",35478
"cty45079","Richland County, SC",35466
"cty37095","Hyde County, NC",35448
"cty29203","Shannon County, MO",35437
"cty13111","Fannin County, GA",35421
"cty37039","Cherokee County, NC",35411
"cty37069","Franklin County, NC",35403
"cty28149","Warren County, MS",35398
"cty21127","Lawrence County, KY",35389
"cty12083","Marion County, FL",35375
"cty12077","Liberty County, FL",35371
"cty47135","Perry County, TN",35368
"cty47005","Benton County, TN",35331
"cty51147","Prince Edward County, VA",35311
"cty13049","Charlton County, GA",35309
"cty13185","Lowndes County, GA",35303
"cty13295","Walker County, GA",35298
"cty05089","Marion County, AR",35281
"cty05149","Yell County, AR",35250
"cty01067","Henry County, AL",35206
"cty13181","Lincoln County, GA",35203
"cty35057","Torrance County, NM",35195
"cty48261","Kenedy County, TX",35191
"cty48283","La Salle County, TX",35183
"cty13069","Coffee County, GA",35179
"cty45051","Horry County, SC",35165
"cty28001","Adams County, MS",35138
"cty47155","Sevier County, TN",35131
"cty42101","Philadelphia County, PA",35115
"cty13285","Troup County, GA",35108
"cty32021","Mineral County, NV",35104
"cty51183","Sussex County, VA",35103
"cty48345","Motley County, TX",35076
"cty02275","Wrangell City and Borough, AK",35067
"cty12041","Gilchrist County, FL",35052
"cty12131","Walton County, FL",35031
"cty04021","Pinal County, AZ",35007
"cty12055","Highlands County, FL",35001
"cty37161","Rutherford County, NC",34999
"cty05079","Lincoln County, AR",34982
"cty12133","Washington County, FL",34976
"cty12125","Union County, FL",34946
"cty28079","Leake County, MS",34940
"cty48129","Donley County, TX",34931
"cty39163","Vinton County, OH",34927
"cty21137","Lincoln County, KY",34926
"cty24039","Somerset County, MD",34917
"cty06003","Alpine County, CA",34914
"cty48479","Webb County, TX",34872
"cty47059","Greene County, TN",34868
"cty05001","Arkansas County, AR",34853
"cty13127","Glynn County, GA",34848
"cty37117","Martin County, NC",34844
"cty35037","Quay County, NM",34802
"cty28075","Lauderdale County, MS",34798
"cty45085","Sumter County, SC",34790
"cty05037","Cross County, AR",34783
"cty01111","Randolph County, AL",34776
"cty45041","Florence County, SC",34771
"cty22013","Bienville Parish, LA",34762
"cty13025","Brantley County, GA",34761
"cty37019","Brunswick County, NC",34743
"cty13275","Thomas County, GA",34743
"cty47019","Carter County, TN",34741
"cty12063","Jackson County, FL",34731
"cty48507","Zavala County, TX",34728
"cty28095","Monroe County, MS",34703
"cty40089","McCurtain County, OK",34697
"cty21045","Casey County, KY",34693
"cty13279","Toombs County, GA",34681
"cty45047","Greenwood County, SC",34666
"cty29069","Dunklin County, MO",34657
"cty22017","Caddo Parish, LA",34653
"cty05067","Jackson County, AR",34632
"cty01107","Pickens County, AL",34631
"cty21079","Garrard County, KY",34625
"cty22107","Tensas Parish, LA",34620
"cty28117","Prentiss County, MS",34610
"cty13019","Berrien County, GA",34597
"cty13209","Montgomery County, GA",34582
"cty22041","Franklin Parish, LA",34578
"cty35039","Rio Arriba County, NM",34573
"cty47087","Jackson County, TN",34572
"cty37123","Montgomery County, NC",34549
"cty13217","Newton County, GA",34536
"cty13035","Butts County, GA",34533
"cty35033","Mora County, NM",34520
"cty47153","Sequatchie County, TN",34519
"cty20209","Wyandotte County, KS",34511
"cty05103","Ouachita County, AR",34498
"cty01019","Cherokee County, AL",34475
"cty39131","Pike County, OH",34473
"cty51025","Brunswick County, VA",34412
"cty04012","La Paz County, AZ",34382
"cty45043","Georgetown County, SC",34375
"cty13051","Chatham County, GA",34368
"cty45057","Lancaster County, SC",34364
"cty05099","Nevada County, AR",34347
"cty13175","Laurens County, GA",34344
"cty13299","Ware County, GA",34306
"cty37141","Pender County, NC",34278
"cty48101","Cottle County, TX",34278
"cty21075","Fulton County, KY",34274
"cty21203","Rockcastle County, KY",34252
"cty13315","Wilcox County, GA",34248
"cty01121","Talladega County, AL",34237
"cty21095","Harlan County, KY",34227
"cty13091","Dodge County, GA",34219
"cty47057","Grainger County, TN",34203
"cty28147","Walthall County, MS",34195
"cty37187","Washington County, NC",34189
"cty12123","Taylor County, FL",34186
"cty37177","Tyrrell County, NC",34182
"cty45037","Edgefield County, SC",34167
"cty01109","Pike County, AL",34141
"cty12111","St. Lucie County, FL",34135
"cty13317","Wilkes County, GA",34135
"cty37051","Cumberland County, NC",34130
"cty13107","Emanuel County, GA",34125
"cty21207","Russell County, KY",34119
"cty21235","Whitley County, KY",34110
"cty48315","Marion County, TX",34104
"cty72005","Aguadilla Municipio, PR",34085
"cty12013","Calhoun County, FL",34073
"cty47025","Claiborne County, TN",34069
"cty17153","Pulaski County, IL",34065
"cty45059","Laurens County, SC",34061
"cty13125","Glascock County, GA",34060
"cty12119","Sumter County, FL",34024
"cty21053","Clinton County, KY",34016
"cty28087","Lowndes County, MS",33966
"cty47175","Van Buren County, TN",33965
"cty48489","Willacy County, TX",33947
"cty21193","Perry County, KY",33946
"cty54047","McDowell County, WV",33930
"cty13055","Chattooga County, GA",33930
"cty51049","Cumberland County, VA",33926
"cty21197","Powell County, KY",33924
"cty37075","Graham County, NC",33903
"cty13307","Webster County, GA",33897
"cty48405","San Augustine County, TX",33893
"cty13201","Miller County, GA",33877
"cty13179","Liberty County, GA",33861
"cty35006","Cibola County, NM",33859
"cty13321","Worth County, GA",33818
"cty13005","Bacon County, GA",33817
"cty22083","Richland Parish, LA",33816
"cty13233","Polk County, GA",33812
"cty12007","Bradford County, FL",33798
"cty21231","Wayne County, KY",33750
"cty01005","Barbour County, AL",33743
"cty51131","Northampton County, VA",33741
"cty48267","Kimble County, TX",33738
"cty35051","Sierra County, NM",33731
"cty37079","Greene County, NC",33727
"cty13267","Tattnall County, GA",33726
"cty13017","Ben Hill County, GA",33719
"cty01101","Montgomery County, AL",33716
"cty28035","Forrest County, MS",33631
"cty13009","Baldwin County, GA",33627
"cty51670","Hopewell city, VA",33584
"cty21109","Jackson County, KY",33559
"cty28099","Neshoba County, MS",33550
"cty12047","Hamilton County, FL",33549
"cty13167","Johnson County, GA",33540
"cty22081","Red River Parish, LA",33530
"cty21121","Knox County, KY",33505
"cty21119","Knott County, KY",33500
"cty12045","Gulf County, FL",33489
"cty35031","McKinley County, NM",33472
"cty05111","Poinsett County, AR",33472
"cty40023","Choctaw County, OK",33458
"cty35053","Socorro County, NM",33452
"cty13149","Heard County, GA",33386
"cty05057","Hempstead County, AR",33376
"cty72047","Corozal Municipio, PR",33375
"cty47157","Shelby County, TN",33363
"cty21165","Menifee County, KY",33363
"cty13171","Lamar County, GA",33317
"cty13105","Elbert County, GA",33314
"cty13293","Upson County, GA",33308
"cty28097","Montgomery County, MS",33295
"cty45021","Cherokee County, SC",33273
"cty51081","Greensville County, VA",33261
"cty28061","Jasper County, MS",33260
"cty47097","Lauderdale County, TN",33253
"cty47047","Fayette County, TN",33243
"cty13131","Grady County, GA",33240
"cty12075","Levy County, FL",33191
"cty37015","Bertie County, NC",33165
"cty28043","Grenada County, MS",33164
"cty21013","Bell County, KY",33149
"cty35047","San Miguel County, NM",33131
"cty45017","Calhoun County, SC",33130
"cty13079","Crawford County, GA",33106
"cty13213","Murray County, GA",33077
"cty29181","Ripley County, MO",33071
"cty13277","Tift County, GA",33048
"cty13109","Evans County, GA",33040
"cty35019","Guadalupe County, NM",33030
"cty45025","Chesterfield County, SC",32987
"cty29133","Mississippi County, MO",32982
"cty47173","Union County, TN",32955
"cty28123","Scott County, MS",32952
"cty37153","Richmond County, NC",32937
"cty28161","Yalobusha County, MS",32915
"cty13251","Screven County, GA",32855
"cty12023","Columbia County, FL",32827
"cty05095","Monroe County, AR",32825
"cty13155","Irwin County, GA",32789
"cty13235","Pulaski County, GA",32736
"cty13087","Decatur County, GA",32705
"cty05041","Desha County, AR",32666
"cty47151","Scott County, TN",32650
"cty13215","Muscogee County, GA",32626
"cty13189","McDuffie County, GA",32626
"cty13161","Jeff Davis County, GA",32625
"cty47061","Grundy County, TN",32617
"cty22117","Washington Parish, LA",32614
"cty13225","Peach County, GA",32609
"cty13021","Bibb County, GA",32606
"cty01013","Butler County, AL",32591
"cty37047","Columbus County, NC",32576
"cty01035","Conecuh County, AL",32567
"cty37107","Lenoir County, NC",32545
"cty36005","Bronx County, NY",32542
"cty05073","Lafayette County, AR",32536
"cty48311","McMullen County, TX",32524
"cty28113","Pike County, MS",32522
"cty21065","Estill County, KY",32519
"cty13197","Marion County, GA",32516
"cty45011","Barnwell County, SC",32497
"cty13283","Treutlen County, GA",32479
"cty13133","Greene County, GA",32470
"cty12093","Okeechobee County, FL",32456
"cty37083","Halifax County, NC",32403
"cty51770","Roanoke city, VA",32385
"cty13071","Colquitt County, GA",32343
"cty11001","District of Columbia, DC",32323
"cty45031","Darlington County, SC",32314
"cty37017","Bladen County, NC",32292
"cty02016","Aleutians West Census Area, AK",32285
"cty28049","Hinds County, MS",32211
"cty13261","Sumter County, GA",32189
"cty04023","Santa Cruz County, AZ",32185
"cty51590","Danville city, VA",32180
"cty13089","DeKalb County, GA",32154
"cty28017","Chickasaw County, MS",32061
"cty37185","Warren County, NC",32054
"cty28055","Issaquena County, MS",32040
"cty13159","Jasper County, GA",32003
"cty28011","Bolivar County, MS",31992
"cty12051","Hendry County, FL",31991
"cty05069","Jefferson County, AR",31975
"cty13303","Washington County, GA",31924
"cty45087","Union County, SC",31894
"cty37007","Anson County, NC",31879
"cty47013","Campbell County, TN",31868
"cty13255","Spalding County, GA",31866
"cty28069","Kemper County, MS",31795
"cty45049","Hampton County, SC",31777
"cty28159","Winston County, MS",31753
"cty12107","Putnam County, FL",31737
"cty47067","Hancock County, TN",31708
"cty13033","Burke County, GA",31689
"cty13075","Cook County, GA",31679
"cty22067","Morehouse Parish, LA",31675
"cty40001","Adair County, OK",31659
"cty13043","Candler County, GA",31649
"cty12027","DeSoto County, FL",31646
"cty45027","Clarendon County, SC",31644
"cty01017","Chambers County, AL",31634
"cty51710","Norfolk city, VA",31626
"cty05093","Mississippi County, AR",31618
"cty12065","Jefferson County, FL",31579
"cty01037","Coosa County, AL",31550
"cty28157","Wilkinson County, MS",31512
"cty45029","Colleton County, SC",31476
"cty47069","Hardeman County, TN",31469
"cty47049","Fentress County, TN",31448
"cty21025","Breathitt County, KY",31399
"cty13199","Meriwether County, GA",31380
"cty13183","Long County, GA",31369
"cty13163","Jefferson County, GA",31320
"cty45023","Chester County, SC",31316
"cty51740","Portsmouth city, VA",31280
"cty13269","Taylor County, GA",31277
"cty13065","Clinch County, GA",31254
"cty13063","Clayton County, GA",31176
"cty37131","Northampton County, NC",31174
"cty13237","Putnam County, GA",31100
"cty21051","Clay County, KY",31069
"cty21131","Leslie County, KY",31068
"cty47091","Johnson County, TN",31042
"cty35029","Luna County, NM",31026
"cty45075","Orangeburg County, SC",31006
"cty13271","Telfair County, GA",31004
"cty21237","Wolfe County, KY",30976
"cty13319","Wilkinson County, GA",30973
"cty05035","Crittenden County, AR",30967
"cty05147","Woodruff County, AR",30951
"cty08023","Costilla County, CO",30923
"cty51690","Martinsville city, VA",30882
"cty13003","Atkinson County, GA",30853
"cty28009","Benton County, MS",30836
"cty13253","Seminole County, GA",30825
"cty06025","Imperial County, CA",30813
"cty45065","McCormick County, SC",30808
"cty28065","Jefferson Davis County, MS",30802
"cty13173","Lanier County, GA",30802
"cty13245","Richmond County, GA",30795
"cty72051","Dorado Municipio, PR",30777
"cty28029","Copiah County, MS",30754
"cty47029","Cocke County, TN",30748
"cty37091","Hertford County, NC",30729
"cty13309","Wheeler County, GA",30703
"cty12079","Madison County, FL",30640
"cty72097","Mayaguez Municipio, PR",30573
"cty28163","Yazoo County, MS",30535
"cty13289","Twiggs County, GA",30495
"cty22091","St. Helena Parish, LA",30331
"cty46137","Ziebach County, SD",30314
"cty13165","Jenkins County, GA",30254
"cty46017","Buffalo County, SD",30215
"cty01065","Hale County, AL",30200
"cty28107","Panola County, MS",30198
"cty12029","Dixie County, FL",30153
"cty72127","San Juan Municipio, PR",30149
"cty13081","Crisp County, GA",30045
"cty28025","Clay County, MS",30045
"cty45039","Fairfield County, SC",30017
"cty13193","Macon County, GA",29983
"cty37181","Vance County, NC",29890
"cty02105","Hoonah-Angoon Census Area, AK",29886
"cty29155","Pemiscot County, MO",29808
"cty37165","Scotland County, NC",29803
"cty22071","Orleans Parish, LA",29770
"cty13027","Brooks County, GA",29767
"cty01047","Dallas County, AL",29713
"cty51595","Emporia city, VA",29606
"cty72061","Guaynabo Municipio, PR",29606
"cty28093","Marshall County, MS",29595
"cty01113","Russell County, AL",29592
"cty01131","Wilcox County, AL",29577
"cty04001","Apache County, AZ",29362
"cty72013","Arecibo Municipio, PR",29345
"cty28125","Sharkey County, MS",29344
"cty45089","Williamsburg County, SC",29336
"cty13263","Talbot County, GA",29274
"cty72011","Anasco Municipio, PR",29259
"cty45009","Bamberg County, SC",29226
"cty13099","Early County, GA",29192
"cty13205","Mitchell County, GA",29087
